method	n_cluster	seed	ari_value
Onehot-based	13	9	0.26676920634412954
wNMF-based	13	0	0.26571270882070774
wNMF-based	13	1	0.26571270882070774
wNMF-based	13	2	0.26571270882070774
wNMF-based	13	3	0.26571270882070774
wNMF-based	13	4	0.26571270882070774
wNMF-based	13	5	0.26571270882070774
wNMF-based	13	6	0.26571270882070774
wNMF-based	13	7	0.26571270882070774
wNMF-based	13	8	0.26571270882070774
wNMF-based	13	9	0.26571270882070774
Average-based	14	0	0.26997332800114804
Average-based	14	1	0.26997332800114804
Average-based	14	2	0.26887876291731433
Average-based	14	3	0.26997332800114804
Average-based	14	4	0.26997332800114804
Average-based	14	5	0.26997332800114804
Average-based	14	6	0.26997332800114804
Average-based	14	7	0.26997332800114804
Average-based	14	8	0.26997332800114804
Average-based	14	9	0.26997332800114804
Onehot-based	14	0	0.26887876291731433
Onehot-based	14	1	0.26887876291731433
Onehot-based	14	2	0.26887876291731433
Onehot-based	14	3	0.26887876291731433
Onehot-based	14	4	0.26887876291731433
Onehot-based	14	5	0.26887876291731433
Onehot-based	14	6	0.26887876291731433
Onehot-based	14	7	0.26887876291731433
Onehot-based	14	8	0.26887876291731433
Onehot-based	14	9	0.26887876291731433
wNMF-based	14	0	0.2675589598725636
wNMF-based	14	1	0.2675589598725636
wNMF-based	14	2	0.2675589598725636
wNMF-based	14	3	0.2679181092752004
wNMF-based	14	4	0.2675589598725636
wNMF-based	14	5	0.2675589598725636
wNMF-based	14	6	0.2675589598725636
wNMF-based	14	7	0.2675589598725636
wNMF-based	14	8	0.2675589598725636
wNMF-based	14	9	0.2675589598725636
Average-based	15	0	0.23781271858476694
Average-based	15	1	0.23781271858476694
Average-based	15	2	0.23781271858476694
Average-based	15	3	0.23796548108301638
Average-based	15	4	0.23781271858476694
Average-based	15	5	0.23781271858476694
Average-based	15	6	0.23781271858476694
Average-based	15	7	0.23781271858476694
Average-based	15	8	0.23781271858476694
Average-based	15	9	0.23781271858476694
Onehot-based	15	0	0.23716445646388462
Onehot-based	15	1	0.23716445646388462
Onehot-based	15	2	0.23716445646388462
Onehot-based	15	3	0.23716445646388462
Onehot-based	15	4	0.23716445646388462
Onehot-based	15	5	0.23716445646388462
Onehot-based	15	6	0.23716445646388462
Onehot-based	15	7	0.23716445646388462
Onehot-based	15	8	0.23716445646388462
Onehot-based	15	9	0.23716445646388462
wNMF-based	15	0	0.2355549962365894
wNMF-based	15	1	0.23571333803014458
wNMF-based	15	2	0.2355549962365894
wNMF-based	15	3	0.2355549962365894
wNMF-based	15	4	0.23571333803014458
wNMF-based	15	5	0.23571333803014458
wNMF-based	15	6	0.23342344066695228
wNMF-based	15	7	0.2355549962365894
wNMF-based	15	8	0.2355549962365894
wNMF-based	15	9	0.2355549962365894
Average-based	16	0	0.23406278291405538
Average-based	16	1	0.23406278291405538
Average-based	16	2	0.23406278291405538
Average-based	16	3	0.23406278291405538
Average-based	16	4	0.23406278291405538
Average-based	16	5	0.23406278291405538
Average-based	16	6	0.23406278291405538
Average-based	16	7	0.23406278291405538
Average-based	16	8	0.23406278291405538
Average-based	16	9	0.23406278291405538
Onehot-based	16	0	0.23406278291405538
Onehot-based	16	1	0.23406278291405538
Onehot-based	16	2	0.23406278291405538
Onehot-based	16	3	0.23406278291405538
Onehot-based	16	4	0.23406278291405538
Onehot-based	16	5	0.23406278291405538
Onehot-based	16	6	0.23406278291405538
Onehot-based	16	7	0.23406278291405538
Onehot-based	16	8	0.23406278291405538
Onehot-based	16	9	0.23406278291405538
wNMF-based	16	0	0.237938332854579
wNMF-based	16	1	0.23792442330992852
wNMF-based	16	2	0.23792442330992852
wNMF-based	16	3	0.23792442330992852
wNMF-based	16	4	0.237938332854579
wNMF-based	16	5	0.23792442330992852
wNMF-based	16	6	0.23792442330992852
wNMF-based	16	7	0.23792442330992852
wNMF-based	16	8	0.23792442330992852
wNMF-based	16	9	0.23792442330992852
Average-based	17	0	0.21578395495847263
Average-based	17	1	0.21578395495847263
Average-based	17	2	0.21485314822340204
Average-based	17	3	0.21578395495847263
Average-based	17	4	0.21578395495847263
Average-based	17	5	0.21578395495847263
Average-based	17	6	0.21485314822340204
Average-based	17	7	0.21578395495847263
Average-based	17	8	0.21578395495847263
Average-based	17	9	0.21578395495847263
Onehot-based	17	0	0.214223883874356
Onehot-based	17	1	0.214223883874356
Onehot-based	17	2	0.214223883874356
Onehot-based	17	3	0.214223883874356
Onehot-based	17	4	0.214223883874356
Onehot-based	17	5	0.214223883874356
Onehot-based	17	6	0.21445056142834146
Onehot-based	17	7	0.214223883874356
Onehot-based	17	8	0.214223883874356
Onehot-based	17	9	0.21445056142834146
wNMF-based	17	0	0.22562634535521475
wNMF-based	17	1	0.22562634535521475
wNMF-based	17	2	0.22538932430583236
wNMF-based	17	3	0.23317958954806217
wNMF-based	17	4	0.22743397728702472
wNMF-based	17	5	0.2244885042579369
wNMF-based	17	6	0.22553627500357978
wNMF-based	17	7	0.22553627500357978
wNMF-based	17	8	0.2311204371220998
wNMF-based	17	9	0.22538932430583236
Average-based	18	0	0.21530264580602496
Average-based	18	1	0.21530264580602496
Average-based	18	2	0.212542325005933
Average-based	18	3	0.2110948240933026
Average-based	18	4	0.21530264580602496
Average-based	18	5	0.2123964998426084
Average-based	18	6	0.21530264580602496
Average-based	18	7	0.2123964998426084
Average-based	18	8	0.21530264580602496
Average-based	18	9	0.21530264580602496
Onehot-based	18	0	0.21591075848478516
Onehot-based	18	1	0.21554304901346727
Onehot-based	18	2	0.21554304901346727
Onehot-based	18	3	0.21554304901346727
Onehot-based	18	4	0.21560991160306148
Onehot-based	18	5	0.21554304901346727
Onehot-based	18	6	0.21554304901346727
Onehot-based	18	7	0.21560991160306148
Onehot-based	18	8	0.21591075848478516
Onehot-based	18	9	0.20228415017814902
wNMF-based	18	0	0.2040568213652952
wNMF-based	18	1	0.2040568213652952
wNMF-based	18	2	0.2040568213652952
wNMF-based	18	3	0.2040568213652952
wNMF-based	18	4	0.2040568213652952
wNMF-based	18	5	0.2040568213652952
wNMF-based	18	6	0.2040568213652952
wNMF-based	18	7	0.2040568213652952
wNMF-based	18	8	0.2040568213652952
wNMF-based	18	9	0.2045854993525261
Average-based	19	0	0.21150736388295918
Average-based	19	1	0.21198362969732223
Average-based	19	2	0.21175144951104144
Average-based	19	3	0.21175144951104144
Average-based	19	4	0.21175144951104144
Average-based	19	5	0.21175144951104144
Average-based	19	6	0.21198362969732223
Average-based	19	7	0.21175144951104144
Average-based	19	8	0.21175144951104144
Average-based	19	9	0.21175144951104144
Onehot-based	19	0	0.22000787644970599
Onehot-based	19	1	0.22058768221262773
Onehot-based	19	2	0.22018820697343564
Onehot-based	19	3	0.22058768221262773
Onehot-based	19	4	0.22068252456142412
Onehot-based	19	5	0.22058768221262773
Onehot-based	19	6	0.21141275052403294
Onehot-based	19	7	0.22068252456142412
Onehot-based	19	8	0.22058768221262773
Onehot-based	19	9	0.22058768221262773
wNMF-based	19	0	0.20449975419013663
wNMF-based	19	1	0.2031080478311932
wNMF-based	19	2	0.2055231800185182
wNMF-based	19	3	0.20471335393979334
wNMF-based	19	4	0.20471335393979334
wNMF-based	19	5	0.20471335393979334
wNMF-based	19	6	0.20471335393979334
wNMF-based	19	7	0.20471335393979334
wNMF-based	19	8	0.20449975419013663
wNMF-based	19	9	0.20471335393979334
Average-based	20	0	0.20581818235201338
Average-based	20	1	0.20581818235201338
Average-based	20	2	0.2079514195894475
Average-based	20	3	0.20581818235201338
Average-based	20	4	0.20581818235201338
Average-based	20	5	0.20566136624246778
Average-based	20	6	0.20581818235201338
Average-based	20	7	0.208845506532357
Average-based	20	8	0.20581818235201338
Average-based	20	9	0.20799395841689874
Onehot-based	20	0	0.20840767959391507
Onehot-based	20	1	0.20842929536937296
Onehot-based	20	2	0.20840767959391507
Onehot-based	20	3	0.20969527155717618
Onehot-based	20	4	0.2058022046811127
Onehot-based	20	5	0.2066744179847846
Onehot-based	20	6	0.20202750672139638
Onehot-based	20	7	0.20957704034142682
Onehot-based	20	8	0.20840767959391507
Onehot-based	20	9	0.20883697741056065
wNMF-based	20	0	0.20926546008640143
wNMF-based	20	1	0.20948298901740048
wNMF-based	20	2	0.20601346977512408
wNMF-based	20	3	0.20831977712388744
wNMF-based	20	4	0.20878444973727397
wNMF-based	20	5	0.20929571639087127
wNMF-based	20	6	0.20926546008640143
wNMF-based	20	7	0.20883120632954758
wNMF-based	20	8	0.20898922031438502
wNMF-based	20	9	0.20898922031438502
