method	n_cluster	seed	ari_value
wNMF-based	14	7	0.1784180748523544
wNMF-based	14	8	0.19483219251921655
wNMF-based	14	9	0.18357055078330928
Average-based	15	0	0.17737364358607138
Average-based	15	1	0.15539096479961698
Average-based	15	2	0.17660767168683542
Average-based	15	3	0.18631166563254448
Average-based	15	4	0.1832993637206614
Average-based	15	5	0.1821045452110412
Average-based	15	6	0.18624225423487617
Average-based	15	7	0.15424431537469938
Average-based	15	8	0.18677901209363662
Average-based	15	9	0.15863526469146516
Onehot-based	15	0	0.17050020410404798
Onehot-based	15	1	0.16833095768651118
Onehot-based	15	2	0.16842018977353723
Onehot-based	15	3	0.16949595995164393
Onehot-based	15	4	0.17856177634604986
Onehot-based	15	5	0.1565427105973544
Onehot-based	15	6	0.17686662102348935
Onehot-based	15	7	0.17444087740428868
Onehot-based	15	8	0.1760620281370633
Onehot-based	15	9	0.16686192440642755
wNMF-based	15	0	0.1792659699336529
wNMF-based	15	1	0.18294321976443734
wNMF-based	15	2	0.18220082283356467
wNMF-based	15	3	0.1837612295784482
wNMF-based	15	4	0.18656960861777874
wNMF-based	15	5	0.1862141539446406
wNMF-based	15	6	0.1788440778593912
wNMF-based	15	7	0.17632719520605825
wNMF-based	15	8	0.1889326215685115
wNMF-based	15	9	0.17512836022788023
Average-based	16	0	0.15921796908210173
Average-based	16	1	0.15840783589973273
Average-based	16	2	0.18300968581628244
Average-based	16	3	0.158190484527851
Average-based	16	4	0.160836721585147
Average-based	16	5	0.15770758278080874
Average-based	16	6	0.16313070103279853
Average-based	16	7	0.16396770484637013
Average-based	16	8	0.18621910165168062
Average-based	16	9	0.16004857242487813
Onehot-based	16	0	0.1824529453421261
Onehot-based	16	1	0.1663759019479763
Onehot-based	16	2	0.1725758074706354
Onehot-based	16	3	0.17610322517105834
Onehot-based	16	4	0.17027944850440238
Onehot-based	16	5	0.17791423122400996
Onehot-based	16	6	0.17629277436561916
Onehot-based	16	7	0.18019892921266148
Onehot-based	16	8	0.17285930162245774
Onehot-based	16	9	0.17903976002164934
wNMF-based	16	0	0.18785985336236563
wNMF-based	16	1	0.18205663627695082
wNMF-based	16	2	0.18097013601513612
wNMF-based	16	3	0.20660477147193732
wNMF-based	16	4	0.1841554901448739
wNMF-based	16	5	0.16924575565411348
wNMF-based	16	6	0.1714239288327959
wNMF-based	16	7	0.17612733904618677
wNMF-based	16	8	0.17844530942081002
wNMF-based	16	9	0.1757398451273223
Average-based	17	0	0.16017867732198302
Average-based	17	1	0.15947460022322268
Average-based	17	2	0.16119150440526286
Average-based	17	3	0.15765518045465662
Average-based	17	4	0.15911557140086358
Average-based	17	5	0.15341796079210632
Average-based	17	6	0.15621764208638475
Average-based	17	7	0.1588513835180405
Average-based	17	8	0.15914880922551694
Average-based	17	9	0.16125988829904098
Onehot-based	17	0	0.14929986568895545
Onehot-based	17	1	0.1600952452301165
Onehot-based	17	2	0.1671634723804135
Onehot-based	17	3	0.16465342999681748
Onehot-based	17	4	0.17624491384322433
Onehot-based	17	5	0.17914912874683173
Onehot-based	17	6	0.16510073228463568
Onehot-based	17	7	0.16198732407589325
Onehot-based	17	8	0.16903198252174575
Onehot-based	17	9	0.17578931938266165
wNMF-based	17	0	0.16353338011763854
wNMF-based	17	1	0.15302044978295454
wNMF-based	17	2	0.1990641060636858
wNMF-based	17	3	0.16924326872575987
wNMF-based	17	4	0.18522457354178715
wNMF-based	17	5	0.16411848248711075
wNMF-based	17	6	0.1709425264582668
wNMF-based	17	7	0.16842810973422237
wNMF-based	17	8	0.15596001122721295
wNMF-based	17	9	0.18860624851260463
Average-based	18	0	0.16158932859415825
Average-based	18	1	0.15732988005787787
Average-based	18	2	0.16057327919396447
Average-based	18	3	0.16227996176393095
Average-based	18	4	0.1578795968248236
Average-based	18	5	0.15491036210382014
Average-based	18	6	0.15924393602193299
Average-based	18	7	0.14438287172204775
Average-based	18	8	0.15662184922158368
Average-based	18	9	0.16255649079528495
Onehot-based	18	0	0.18029734564409505
Onehot-based	18	1	0.1517334351249661
Onehot-based	18	2	0.17314927504222416
Onehot-based	18	3	0.15192366656731762
Onehot-based	18	4	0.17941889928882487
Onehot-based	18	5	0.17245322650280587
Onehot-based	18	6	0.1706985876461927
Onehot-based	18	7	0.1628651183287628
Onehot-based	18	8	0.16109550860602412
Onehot-based	18	9	0.14961410184423232
wNMF-based	18	0	0.1914977658734654
wNMF-based	18	1	0.16370558706370875
wNMF-based	18	2	0.1647536048428607
wNMF-based	18	3	0.18778420507380533
wNMF-based	18	4	0.18143617848685936
wNMF-based	18	5	0.1806755792210035
wNMF-based	18	6	0.15663093291508803
wNMF-based	18	7	0.17709868495542266
wNMF-based	18	8	0.15112776427521252
wNMF-based	18	9	0.16225993936614513
Average-based	19	0	0.14827444581808413
Average-based	19	1	0.16468286601904622
Average-based	19	2	0.15642646908290758
Average-based	19	3	0.14583373165551183
Average-based	19	4	0.1560498643645393
Average-based	19	5	0.1498049369581658
Average-based	19	6	0.16325445385018691
Average-based	19	7	0.14024960627256172
Average-based	19	8	0.14868457452844633
Average-based	19	9	0.14510106797286748
Onehot-based	19	0	0.15774857338375697
Onehot-based	19	1	0.15461097495121415
Onehot-based	19	2	0.1616416874006639
Onehot-based	19	3	0.16565503384325206
Onehot-based	19	4	0.1669088763514194
Onehot-based	19	5	0.17058738513534663
Onehot-based	19	6	0.17139977528028327
Onehot-based	19	7	0.1587891762149683
Onehot-based	19	8	0.17229163134490852
Onehot-based	19	9	0.15759457699066207
wNMF-based	19	0	0.15755223763716028
wNMF-based	19	1	0.16365428054140796
wNMF-based	19	2	0.1489285036142741
wNMF-based	19	3	0.15668921320600293
wNMF-based	19	4	0.16623665628960133
wNMF-based	19	5	0.15841263711219297
wNMF-based	19	6	0.16283435609685726
wNMF-based	19	7	0.16856221841732666
wNMF-based	19	8	0.16217397080222665
wNMF-based	19	9	0.15599750640712085
Average-based	20	0	0.15200675250335158
Average-based	20	1	0.14446449856564345
Average-based	20	2	0.1455831533355349
Average-based	20	3	0.14775416627748825
Average-based	20	4	0.17136763655882978
Average-based	20	5	0.15213180157684603
Average-based	20	6	0.1543658568636956
Average-based	20	7	0.1511296128707144
Average-based	20	8	0.1519091543011122
Average-based	20	9	0.16435246023396016
Onehot-based	20	0	0.15915521019144546
Onehot-based	20	1	0.16480434096037339
Onehot-based	20	2	0.16136947192508752
Onehot-based	20	3	0.16767216856101205
Onehot-based	20	4	0.17054068490785163
Onehot-based	20	5	0.155517253892349
Onehot-based	20	6	0.16903802693684905
Onehot-based	20	7	0.1542960992830202
Onehot-based	20	8	0.1493669036789122
Onehot-based	20	9	0.16032338053600545
wNMF-based	20	0	0.18356351198842222
wNMF-based	20	1	0.15029738931229245
wNMF-based	20	2	0.15780596531295973
wNMF-based	20	3	0.16123848749501743
wNMF-based	20	4	0.17957862457847246
wNMF-based	20	5	0.14906462867733583
wNMF-based	20	6	0.16505770756617164
wNMF-based	20	7	0.16413970170274395
wNMF-based	20	8	0.14408735426008945
wNMF-based	20	9	0.1633389855769631
