method	n_cluster	seed	ari_value
Average-based	12	1	0.22409437706299126
Average-based	12	2	0.22367060306413855
Average-based	12	3	0.2397665098919349
Average-based	12	4	0.23202183906054571
Average-based	12	5	0.22650802265178052
Average-based	12	6	0.24437944037462925
Average-based	12	7	0.2277532470674403
Average-based	12	8	0.22418381851557265
Average-based	12	9	0.2355781083716879
Onehot-based	12	0	0.23560380923655722
Onehot-based	12	1	0.23818579767285683
Onehot-based	12	2	0.24440941769027288
Onehot-based	12	3	0.2351595865908133
Onehot-based	12	4	0.23434578965518718
Onehot-based	12	5	0.2221878551310311
Onehot-based	12	6	0.23247661185053917
Onehot-based	12	7	0.22021604824920485
Onehot-based	12	8	0.24439037058363422
Onehot-based	12	9	0.23557059067202626
wNMF-based	12	0	0.2573343856417755
wNMF-based	12	1	0.2576314489558886
wNMF-based	12	2	0.2581021662805064
wNMF-based	12	3	0.24157343248185367
wNMF-based	12	4	0.25835564500894936
wNMF-based	12	5	0.2559056656777406
wNMF-based	12	6	0.25461440506323124
wNMF-based	12	7	0.24100880696539265
wNMF-based	12	8	0.25799842131002404
wNMF-based	12	9	0.26006695190018697
Average-based	13	0	0.22594624941173283
Average-based	13	1	0.23476557230751757
Average-based	13	2	0.22691276061290072
Average-based	13	3	0.22718503304679102
Average-based	13	4	0.22691276061290072
Average-based	13	5	0.23398192480856633
Average-based	13	6	0.22814495738871807
Average-based	13	7	0.23299609908585786
Average-based	13	8	0.24314285891727155
Average-based	13	9	0.23654292517069148
Onehot-based	13	0	0.2335570928438431
Onehot-based	13	1	0.22751230256059896
Onehot-based	13	2	0.24012962512956054
Onehot-based	13	3	0.2398376070873529
Onehot-based	13	4	0.22703204460728302
Onehot-based	13	5	0.22870519788958632
Onehot-based	13	6	0.23784802431258822
Onehot-based	13	7	0.22972663058734735
Onehot-based	13	8	0.22873842657142068
Onehot-based	13	9	0.2397936711512619
wNMF-based	13	0	0.2506421729475908
wNMF-based	13	1	0.2519227056126728
wNMF-based	13	2	0.2545006596400579
wNMF-based	13	3	0.27156735425675965
wNMF-based	13	4	0.2716538411739999
wNMF-based	13	5	0.2544980801768293
wNMF-based	13	6	0.25347983532714385
wNMF-based	13	7	0.2510256836886713
wNMF-based	13	8	0.2522475863215094
wNMF-based	13	9	0.2544980801768293
Average-based	14	0	0.24964968054905545
Average-based	14	1	0.24080451602023464
Average-based	14	2	0.23458035676075673
Average-based	14	3	0.24965034808258105
Average-based	14	4	0.2175700465542429
Average-based	14	5	0.2274508570700706
Average-based	14	6	0.22649553453013355
Average-based	14	7	0.22234610278400443
Average-based	14	8	0.2175700465542429
Average-based	14	9	0.24726813242435852
Onehot-based	14	0	0.22588234126516799
Onehot-based	14	1	0.23507618252654955
Onehot-based	14	2	0.24167279893617732
Onehot-based	14	3	0.22326391771848833
Onehot-based	14	4	0.24175568748687198
Onehot-based	14	5	0.22865339197120316
Onehot-based	14	6	0.22719427156276756
Onehot-based	14	7	0.2368567846740166
Onehot-based	14	8	0.22641251620747954
Onehot-based	14	9	0.23455151117860862
wNMF-based	14	0	0.24529490287266192
wNMF-based	14	1	0.2443343753147613
wNMF-based	14	2	0.24418821162064266
wNMF-based	14	3	0.285527153302008
wNMF-based	14	4	0.27231995259467695
wNMF-based	14	5	0.27253317934427573
wNMF-based	14	6	0.2480451909016899
wNMF-based	14	7	0.2341754438117476
wNMF-based	14	8	0.24234865094879618
wNMF-based	14	9	0.24110122236847767
Average-based	15	0	0.2265172950416544
Average-based	15	1	0.23061956591142108
Average-based	15	2	0.22386325743854002
Average-based	15	3	0.21457948308698427
Average-based	15	4	0.22528888114016463
Average-based	15	5	0.2234827977116798
Average-based	15	6	0.22494684280863575
Average-based	15	7	0.23150064955946226
Average-based	15	8	0.21688348558730178
Average-based	15	9	0.23297652104822344
Onehot-based	15	0	0.23918882068779973
Onehot-based	15	1	0.23417355386278585
Onehot-based	15	2	0.22680628060415575
Onehot-based	15	3	0.23269505415846328
Onehot-based	15	4	0.22344823573663855
Onehot-based	15	5	0.23950106610698205
Onehot-based	15	6	0.23545496283511524
Onehot-based	15	7	0.22435651813077187
Onehot-based	15	8	0.22096137210833985
Onehot-based	15	9	0.22735796440537007
wNMF-based	15	0	0.23572040190517257
wNMF-based	15	1	0.2423723920608125
wNMF-based	15	2	0.2342820138715244
wNMF-based	15	3	0.26992860191968665
wNMF-based	15	4	0.24320651201896246
wNMF-based	15	5	0.22652427722668017
wNMF-based	15	6	0.2350006610214481
wNMF-based	15	7	0.2312425927836639
wNMF-based	15	8	0.22334039176656142
wNMF-based	15	9	0.23970213208208876
Average-based	16	0	0.2237185942406082
Average-based	16	1	0.21451501000638765
Average-based	16	2	0.2219989386812433
Average-based	16	3	0.2237805377584254
Average-based	16	4	0.2205131171686533
Average-based	16	5	0.22205371917533087
Average-based	16	6	0.21083569550598374
Average-based	16	7	0.22610852001424392
Average-based	16	8	0.23290907491170854
Average-based	16	9	0.23248813464232884
Onehot-based	16	0	0.24544551133355608
Onehot-based	16	1	0.23336140794734467
Onehot-based	16	2	0.203552196317374
Onehot-based	16	3	0.230546724274595
Onehot-based	16	4	0.2314452688884429
Onehot-based	16	5	0.2452649964233347
Onehot-based	16	6	0.2230693389660196
Onehot-based	16	7	0.23486112496484057
Onehot-based	16	8	0.22216986108652642
Onehot-based	16	9	0.23664576464863632
wNMF-based	16	0	0.22186538117298651
wNMF-based	16	1	0.21908365565814328
wNMF-based	16	2	0.2264528713446068
wNMF-based	16	3	0.2230290600069957
wNMF-based	16	4	0.22936024830879637
wNMF-based	16	5	0.23018128718620134
wNMF-based	16	6	0.22581975830536974
wNMF-based	16	7	0.2351998534515413
wNMF-based	16	8	0.2526924132582642
wNMF-based	16	9	0.22993964386089208
Average-based	17	0	0.21046945488596863
Average-based	17	1	0.21523696609364507
Average-based	17	2	0.2195153517893351
Average-based	17	3	0.22704332502989924
Average-based	17	4	0.20382128289927473
Average-based	17	5	0.21545622062942651
Average-based	17	6	0.2241063910351514
Average-based	17	7	0.2158343876748868
Average-based	17	8	0.22395408792100646
Average-based	17	9	0.22410554768121407
Onehot-based	17	0	0.22730174325191066
Onehot-based	17	1	0.22905561982579614
Onehot-based	17	2	0.2433301583906401
Onehot-based	17	3	0.21335800126244558
Onehot-based	17	4	0.22664916436070048
Onehot-based	17	5	0.2311114311632631
Onehot-based	17	6	0.22918409440085158
Onehot-based	17	7	0.22644958336729093
Onehot-based	17	8	0.22717260390290245
Onehot-based	17	9	0.2263660297412522
wNMF-based	17	0	0.24441514355840976
wNMF-based	17	1	0.23564835176772372
wNMF-based	17	2	0.23102871882383808
wNMF-based	17	3	0.2510341324363092
wNMF-based	17	4	0.23682228425230087
wNMF-based	17	5	0.229157071961638
wNMF-based	17	6	0.2469248558410403
wNMF-based	17	7	0.23009852076205486
wNMF-based	17	8	0.2462024104397952
wNMF-based	17	9	0.23472763619941348
Average-based	18	0	0.21648087238925035
Average-based	18	1	0.2185232023588406
Average-based	18	2	0.22899437747186704
Average-based	18	3	0.2194709202298038
Average-based	18	4	0.21118093877832472
Average-based	18	5	0.21292138430874288
Average-based	18	6	0.22865607921370995
Average-based	18	7	0.2191854940928257
Average-based	18	8	0.23488860726726593
Average-based	18	9	0.23587497183374373
Onehot-based	18	0	0.23968628921834975
Onehot-based	18	1	0.2525473272572713
Onehot-based	18	2	0.23068750604804167
Onehot-based	18	3	0.23657254255858318
Onehot-based	18	4	0.2174263370817403
Onehot-based	18	5	0.2279445842188901
Onehot-based	18	6	0.23501667797011738
Onehot-based	18	7	0.23462781373295682
Onehot-based	18	8	0.21536468065150866
Onehot-based	18	9	0.2394639696859015
wNMF-based	18	0	0.22905871643290007
wNMF-based	18	1	0.2525755819277086
wNMF-based	18	2	0.24429268451176014
wNMF-based	18	3	0.2433660502205252
wNMF-based	18	4	0.25082582618741583
wNMF-based	18	5	0.23097719255081522
wNMF-based	18	6	0.22814471328993838
wNMF-based	18	7	0.22839282473454728
wNMF-based	18	8	0.2380485652038292
wNMF-based	18	9	0.2450315627897346
Average-based	19	0	0.20657007461951563
Average-based	19	1	0.2220908835642033
Average-based	19	2	0.22662587536302017
Average-based	19	3	0.22265166704300465
Average-based	19	4	0.216607901604968
Average-based	19	5	0.21076611555057329
Average-based	19	6	0.21302366664666875
Average-based	19	7	0.2233583755353125
Average-based	19	8	0.22669821276713872
Average-based	19	9	0.22153507798293853
Onehot-based	19	0	0.21827411636948088
Onehot-based	19	1	0.23788354788531543
Onehot-based	19	2	0.24890736805585634
Onehot-based	19	3	0.24225535135896697
Onehot-based	19	4	0.21271284154407105
Onehot-based	19	5	0.24027786098365786
Onehot-based	19	6	0.24083227441457072
Onehot-based	19	7	0.24009790414986637
Onehot-based	19	8	0.23597646515648213
Onehot-based	19	9	0.2386714498286326
wNMF-based	19	0	0.20830670285136782
wNMF-based	19	1	0.22429502206855997
wNMF-based	19	2	0.21459592984613565
wNMF-based	19	3	0.22025992845212455
wNMF-based	19	4	0.22701436184331433
wNMF-based	19	5	0.2309749535073347
wNMF-based	19	6	0.221390245785059
wNMF-based	19	7	0.22850764536520057
wNMF-based	19	8	0.22841838273423654
wNMF-based	19	9	0.22518681590004985
Average-based	20	0	0.2130553406889629
Average-based	20	1	0.22971476105014504
Average-based	20	2	0.22405385672962708
Average-based	20	3	0.22736119054678514
Average-based	20	4	0.20116317138965809
Average-based	20	5	0.20406376301235413
Average-based	20	6	0.21668836466259256
Average-based	20	7	0.22354208899774286
Average-based	20	8	0.21451713678175277
Average-based	20	9	0.21431676402008148
Onehot-based	20	0	0.21059974757882083
Onehot-based	20	1	0.23222127035973264
Onehot-based	20	2	0.2347613507163782
Onehot-based	20	3	0.21761695665913316
Onehot-based	20	4	0.1963589920550864
Onehot-based	20	5	0.22191336510811546
Onehot-based	20	6	0.21033065193336972
Onehot-based	20	7	0.22963055109958097
Onehot-based	20	8	0.2228718510443051
Onehot-based	20	9	0.215417950893025
wNMF-based	20	0	0.20710819475320047
wNMF-based	20	1	0.2238753023869355
wNMF-based	20	2	0.22451203751148982
wNMF-based	20	3	0.20889407385286374
wNMF-based	20	4	0.19969783911998204
wNMF-based	20	5	0.22306108870820415
wNMF-based	20	6	0.21439362566310827
wNMF-based	20	7	0.22483027744000847
wNMF-based	20	8	0.2149365660024373
wNMF-based	20	9	0.21404391058895622
