method	n_cluster	seed	ari_value
wNMF-based	12	1	0.229211947647779
wNMF-based	12	2	0.22788568573553183
wNMF-based	12	3	0.2375151397263938
wNMF-based	12	4	0.23692729880570826
wNMF-based	12	5	0.23526922275779658
wNMF-based	12	6	0.2375151397263938
wNMF-based	12	7	0.23790865745549836
wNMF-based	12	8	0.23939431190202656
wNMF-based	12	9	0.238703337418615
Average-based	13	0	0.23542816264248587
Average-based	13	1	0.23006918307028096
Average-based	13	2	0.22741867023498966
Average-based	13	3	0.23472838845800464
Average-based	13	4	0.2352189955980141
Average-based	13	5	0.23649459417483476
Average-based	13	6	0.22143248785509534
Average-based	13	7	0.23598116025442153
Average-based	13	8	0.22783001807558625
Average-based	13	9	0.23006460304673698
Onehot-based	13	0	0.20645845508372884
Onehot-based	13	1	0.23355700470508112
Onehot-based	13	2	0.22968051341365195
Onehot-based	13	3	0.23263445103389402
Onehot-based	13	4	0.23244345799475286
Onehot-based	13	5	0.20405707334976356
Onehot-based	13	6	0.23232213081760383
Onehot-based	13	7	0.23263445103389402
Onehot-based	13	8	0.23428477730139607
Onehot-based	13	9	0.23421804750102995
wNMF-based	13	0	0.23415410914888718
wNMF-based	13	1	0.2402819295928298
wNMF-based	13	2	0.24050132022584111
wNMF-based	13	3	0.2408431384271965
wNMF-based	13	4	0.2366297073209837
wNMF-based	13	5	0.24339727458323665
wNMF-based	13	6	0.24277465729333494
wNMF-based	13	7	0.23436600559428525
wNMF-based	13	8	0.24050132022584111
wNMF-based	13	9	0.24019441622413115
Average-based	14	0	0.22401829974669643
Average-based	14	1	0.22902129935512358
Average-based	14	2	0.22426770649769778
Average-based	14	3	0.22371120797692462
Average-based	14	4	0.22431782359954128
Average-based	14	5	0.2285757799227688
Average-based	14	6	0.22371120797692462
Average-based	14	7	0.2302499091491034
Average-based	14	8	0.22902129935512358
Average-based	14	9	0.2284825680513575
Onehot-based	14	0	0.2285599575257882
Onehot-based	14	1	0.235798363132775
Onehot-based	14	2	0.22814969820657177
Onehot-based	14	3	0.20963997988026603
Onehot-based	14	4	0.23326982820278705
Onehot-based	14	5	0.23284426914010528
Onehot-based	14	6	0.2297512498423966
Onehot-based	14	7	0.22764292192809513
Onehot-based	14	8	0.23003556759877264
Onehot-based	14	9	0.20739061803400544
wNMF-based	14	0	0.22844581982742768
wNMF-based	14	1	0.22871247065255113
wNMF-based	14	2	0.22715101537605642
wNMF-based	14	3	0.2278749596089433
wNMF-based	14	4	0.227842534229895
wNMF-based	14	5	0.2302548456383132
wNMF-based	14	6	0.2296762352408424
wNMF-based	14	7	0.22917479100270954
wNMF-based	14	8	0.22822825162188426
wNMF-based	14	9	0.23014062529446108
Average-based	15	0	0.21815746487789003
Average-based	15	1	0.22256554330135317
Average-based	15	2	0.22376574483104375
Average-based	15	3	0.2229634868118489
Average-based	15	4	0.21967723091708988
Average-based	15	5	0.21969500767177594
Average-based	15	6	0.22723919418874508
Average-based	15	7	0.23582688921779693
Average-based	15	8	0.2236975715347107
Average-based	15	9	0.22457997850778832
Onehot-based	15	0	0.23318800036247855
Onehot-based	15	1	0.20155761355585725
Onehot-based	15	2	0.22716685018635827
Onehot-based	15	3	0.20564703922707012
Onehot-based	15	4	0.2294133790782872
Onehot-based	15	5	0.23241747899564505
Onehot-based	15	6	0.20414355987110006
Onehot-based	15	7	0.2328312633470565
Onehot-based	15	8	0.21498468104527296
Onehot-based	15	9	0.23164292856301955
wNMF-based	15	0	0.2205367234086336
wNMF-based	15	1	0.21660454076225094
wNMF-based	15	2	0.22995228811536644
wNMF-based	15	3	0.21852392127347942
wNMF-based	15	4	0.21851004705091748
wNMF-based	15	5	0.21438069685603406
wNMF-based	15	6	0.2199472679736071
wNMF-based	15	7	0.21660454076225094
wNMF-based	15	8	0.2153263532678601
wNMF-based	15	9	0.2175755227538575
Average-based	16	0	0.2290702482582904
Average-based	16	1	0.22414111357888825
Average-based	16	2	0.23329024163962064
Average-based	16	3	0.21639093324619635
Average-based	16	4	0.22697075815641896
Average-based	16	5	0.22494426780813012
Average-based	16	6	0.22681968867673263
Average-based	16	7	0.21948377339663216
Average-based	16	8	0.22590179833729773
Average-based	16	9	0.22478201740259054
Onehot-based	16	0	0.2147583677553768
Onehot-based	16	1	0.20317700803075814
Onehot-based	16	2	0.23719363612006533
Onehot-based	16	3	0.1988191470277233
Onehot-based	16	4	0.19932897229799676
Onehot-based	16	5	0.23501158817371343
Onehot-based	16	6	0.211527167535797
Onehot-based	16	7	0.23808504923776477
Onehot-based	16	8	0.23340427433052713
Onehot-based	16	9	0.23167315866456287
wNMF-based	16	0	0.22479154717243693
wNMF-based	16	1	0.2224094604968817
wNMF-based	16	2	0.1781262961655009
wNMF-based	16	3	0.20353100127624546
wNMF-based	16	4	0.22365151579897719
wNMF-based	16	5	0.21332877299566574
wNMF-based	16	6	0.20581571830503337
wNMF-based	16	7	0.19918408881584634
wNMF-based	16	8	0.22186296308829703
wNMF-based	16	9	0.19898852128049085
Average-based	17	0	0.20495488747221316
Average-based	17	1	0.22178524755546114
Average-based	17	2	0.20548705795118402
Average-based	17	3	0.2057608706138247
Average-based	17	4	0.22168027583860828
Average-based	17	5	0.21999104439230735
Average-based	17	6	0.19654098704005937
Average-based	17	7	0.2212409448365604
Average-based	17	8	0.21606536931020515
Average-based	17	9	0.20566340393498414
Onehot-based	17	0	0.23126805274075157
Onehot-based	17	1	0.19986626065428886
Onehot-based	17	2	0.19536408498909164
Onehot-based	17	3	0.1897537541215922
Onehot-based	17	4	0.20128019758750024
Onehot-based	17	5	0.20323568242968088
Onehot-based	17	6	0.1909788589116609
Onehot-based	17	7	0.20119072084145767
Onehot-based	17	8	0.2293519224573958
Onehot-based	17	9	0.19628253055329856
wNMF-based	17	0	0.18450321993032695
wNMF-based	17	1	0.1962939960447414
wNMF-based	17	2	0.17605819673799106
wNMF-based	17	3	0.19000310421448147
wNMF-based	17	4	0.1791601853132203
wNMF-based	17	5	0.1918745821792294
wNMF-based	17	6	0.18943323684442828
wNMF-based	17	7	0.20854170793795063
wNMF-based	17	8	0.19113286851537248
wNMF-based	17	9	0.21366755558764955
Average-based	18	0	0.217777177152467
Average-based	18	1	0.21804795521768905
Average-based	18	2	0.2173666657872795
Average-based	18	3	0.219585637351739
Average-based	18	4	0.22125913654872612
Average-based	18	5	0.2222843065449162
Average-based	18	6	0.20245945911562385
Average-based	18	7	0.22117676591200194
Average-based	18	8	0.20246871140913403
Average-based	18	9	0.20310820211593217
Onehot-based	18	0	0.2298813983224314
Onehot-based	18	1	0.19272229138926394
Onehot-based	18	2	0.20304087937086523
Onehot-based	18	3	0.22319276268465157
Onehot-based	18	4	0.20068432006940806
Onehot-based	18	5	0.21373388834764004
Onehot-based	18	6	0.20262000391836213
Onehot-based	18	7	0.22782215810843295
Onehot-based	18	8	0.20320768120521807
Onehot-based	18	9	0.20349967561621624
wNMF-based	18	0	0.19491179282323354
wNMF-based	18	1	0.2028995844732692
wNMF-based	18	2	0.213363624790013
wNMF-based	18	3	0.17725445664859105
wNMF-based	18	4	0.2002592053457268
wNMF-based	18	5	0.19419241989097125
wNMF-based	18	6	0.20067399074867712
wNMF-based	18	7	0.20092820023623228
wNMF-based	18	8	0.1878560354151119
wNMF-based	18	9	0.20132234395320606
Average-based	19	0	0.20099947365834725
Average-based	19	1	0.20291411036752613
Average-based	19	2	0.19999559682231635
Average-based	19	3	0.20593056134155244
Average-based	19	4	0.20005972358849902
Average-based	19	5	0.19424291515348657
Average-based	19	6	0.1973650056009928
Average-based	19	7	0.20314057879177996
Average-based	19	8	0.20475442189224477
Average-based	19	9	0.1793884565248775
Onehot-based	19	0	0.20753111498511237
Onehot-based	19	1	0.21670341632621867
Onehot-based	19	2	0.19284712089437847
Onehot-based	19	3	0.20525077140135725
Onehot-based	19	4	0.20554325128430095
Onehot-based	19	5	0.18855757567399542
Onehot-based	19	6	0.19087841905216443
Onehot-based	19	7	0.18563660513196256
Onehot-based	19	8	0.21542042920984922
Onehot-based	19	9	0.19789172965323704
wNMF-based	19	0	0.18702606282253587
wNMF-based	19	1	0.17656443011118172
wNMF-based	19	2	0.1878207924210837
wNMF-based	19	3	0.2070849232922155
wNMF-based	19	4	0.18557908946418272
wNMF-based	19	5	0.19220477133778938
wNMF-based	19	6	0.1904725002839446
wNMF-based	19	7	0.19458285438230666
wNMF-based	19	8	0.18616864138012912
wNMF-based	19	9	0.19477703481939782
Average-based	20	0	0.20508371617175922
Average-based	20	1	0.19242866731628602
Average-based	20	2	0.18571298179474402
Average-based	20	3	0.1977655302826369
Average-based	20	4	0.18285934670430334
Average-based	20	5	0.2054368380504713
Average-based	20	6	0.18650917310448195
Average-based	20	7	0.20379682562550142
Average-based	20	8	0.17365878422326247
Average-based	20	9	0.19096708062094755
Onehot-based	20	0	0.22945421795703583
Onehot-based	20	1	0.20787835005552996
Onehot-based	20	2	0.20624560061970135
Onehot-based	20	3	0.22574127451785644
Onehot-based	20	4	0.1977315203435219
Onehot-based	20	5	0.18800903262255358
Onehot-based	20	6	0.20578596539684266
Onehot-based	20	7	0.21576453730967574
Onehot-based	20	8	0.19276725239282494
Onehot-based	20	9	0.23349943377140275
wNMF-based	20	0	0.16302292106247765
wNMF-based	20	1	0.18114959548569431
wNMF-based	20	2	0.200641851345181
wNMF-based	20	3	0.18535440337074624
wNMF-based	20	4	0.18704366780102577
wNMF-based	20	5	0.17663258952779673
wNMF-based	20	6	0.19710099303931436
wNMF-based	20	7	0.1857849730349761
wNMF-based	20	8	0.20121149286371012
wNMF-based	20	9	0.1763201877729993
