method	n_cluster	seed	ari_value
Onehot-based	19	2	0.14957502282056476
Onehot-based	19	3	0.14209963799544645
Onehot-based	19	4	0.14660854617030572
Onehot-based	19	5	0.1361602897860913
Onehot-based	19	6	0.1356410608405625
Onehot-based	19	7	0.13196383933410574
Onehot-based	19	8	0.1463695791709739
Onehot-based	19	9	0.1375942976140552
wNMF-based	19	0	0.12079643844341002
wNMF-based	19	1	0.13359654704306106
wNMF-based	19	2	0.13028417807710896
wNMF-based	19	3	0.127048806496933
wNMF-based	19	4	0.12661889378139346
wNMF-based	19	5	0.1296651555547282
wNMF-based	19	6	0.12992282655780485
wNMF-based	19	7	0.12850394337351295
wNMF-based	19	8	0.1302472645411305
wNMF-based	19	9	0.13480422154363764
Average-based	20	0	0.1273846006367165
Average-based	20	1	0.13394156214131142
Average-based	20	2	0.1349371578250902
Average-based	20	3	0.1394230096416602
Average-based	20	4	0.12855418744846575
Average-based	20	5	0.13194463015153737
Average-based	20	6	0.1403529628542337
Average-based	20	7	0.13559821768301403
Average-based	20	8	0.1359026637430443
Average-based	20	9	0.13150833493338868
Onehot-based	20	0	0.14376505594044311
Onehot-based	20	1	0.14316556222823473
Onehot-based	20	2	0.14135423125842214
Onehot-based	20	3	0.13703439186426797
Onehot-based	20	4	0.13554645837975646
Onehot-based	20	5	0.1391008573278345
Onehot-based	20	6	0.13635106596727722
Onehot-based	20	7	0.15095408041103217
Onehot-based	20	8	0.13611526463287335
Onehot-based	20	9	0.13758832419589875
wNMF-based	20	0	0.13368612437961847
wNMF-based	20	1	0.12897824906653793
wNMF-based	20	2	0.13665563238613462
wNMF-based	20	3	0.13823769396726832
wNMF-based	20	4	0.13156702460561565
wNMF-based	20	5	0.14038868281489386
wNMF-based	20	6	0.14101068841607675
wNMF-based	20	7	0.14216917709258328
wNMF-based	20	8	0.1339358621393605
wNMF-based	20	9	0.13650170753909063
