method	n_cluster	seed	ari_value
Onehot-based	12	0	0.08109388568401343
Onehot-based	12	1	0.0809630468042021
Onehot-based	12	2	0.08612588104280233
Onehot-based	12	3	0.08589684355958728
Onehot-based	12	4	0.0827791265525843
Onehot-based	12	5	0.07750540272186321
Onehot-based	12	6	0.08171789282466566
Onehot-based	12	7	0.07946519580548031
Onehot-based	12	8	0.08028790584670042
Onehot-based	12	9	0.08229440065633307
wNMF-based	12	0	0.07751460127597948
wNMF-based	12	1	0.0803060616965508
wNMF-based	12	2	0.08394613263549153
wNMF-based	12	3	0.08286860737106298
wNMF-based	12	4	0.0839457001552454
wNMF-based	12	5	0.07924524289625764
wNMF-based	12	6	0.07427815331233946
wNMF-based	12	7	0.0772718158497944
wNMF-based	12	8	0.08358144511865964
wNMF-based	12	9	0.08015441720711611
Average-based	13	0	0.08598560584339159
Average-based	13	1	0.08554422154022416
Average-based	13	2	0.09011000331186729
Average-based	13	3	0.08425996998355473
Average-based	13	4	0.086103916197521
Average-based	13	5	0.08469183874542517
Average-based	13	6	0.08679607344189104
Average-based	13	7	0.07109077661019218
Average-based	13	8	0.0848166108532725
Average-based	13	9	0.08077669020577505
Onehot-based	13	0	0.08768194316352337
Onehot-based	13	1	0.08872220726042275
Onehot-based	13	2	0.09229595083503014
Onehot-based	13	3	0.09012075025695876
Onehot-based	13	4	0.09133586567866933
Onehot-based	13	5	0.09086348542280734
Onehot-based	13	6	0.09035788320967307
Onehot-based	13	7	0.09318933833948152
Onehot-based	13	8	0.09048752908653403
Onehot-based	13	9	0.09112632316446465
wNMF-based	13	0	0.09322860773973903
wNMF-based	13	1	0.09919020066729106
wNMF-based	13	2	0.09546761502631512
wNMF-based	13	3	0.093518929276282
wNMF-based	13	4	0.09963843565439982
wNMF-based	13	5	0.09876964759402909
wNMF-based	13	6	0.09340439713644809
wNMF-based	13	7	0.0982222656564498
wNMF-based	13	8	0.09360335503684307
wNMF-based	13	9	0.09506169575276315
Average-based	14	0	0.0754471016704337
Average-based	14	1	0.0786821510498815
Average-based	14	2	0.07426502955239483
Average-based	14	3	0.07456578813802162
Average-based	14	4	0.07214512779710937
Average-based	14	5	0.07762957872766009
Average-based	14	6	0.07662680432480003
Average-based	14	7	0.07640737273213691
Average-based	14	8	0.07321215756398959
Average-based	14	9	0.07829294445785155
Onehot-based	14	0	0.0941779067313577
Onehot-based	14	1	0.09686293957076403
Onehot-based	14	2	0.09225282756132153
Onehot-based	14	3	0.08555947725682944
Onehot-based	14	4	0.08634364590286552
Onehot-based	14	5	0.08508624978746673
Onehot-based	14	6	0.09548579922865402
Onehot-based	14	7	0.08807357173037024
Onehot-based	14	8	0.08578442380805296
Onehot-based	14	9	0.08310716876513873
wNMF-based	14	0	0.07499391963043972
wNMF-based	14	1	0.07614049516106139
wNMF-based	14	2	0.07709221179911718
wNMF-based	14	3	0.08825915552971883
wNMF-based	14	4	0.07449403259158009
wNMF-based	14	5	0.08241872403306433
wNMF-based	14	6	0.07206114877183523
wNMF-based	14	7	0.09169284778630482
wNMF-based	14	8	0.08234255421236225
wNMF-based	14	9	0.08354081194951596
Average-based	15	0	0.07304397322922138
Average-based	15	1	0.07774073617801017
Average-based	15	2	0.07902939079536409
Average-based	15	3	0.07688877008353989
Average-based	15	4	0.08490480713584331
Average-based	15	5	0.07610184572594944
Average-based	15	6	0.08076981745319178
Average-based	15	7	0.08536673228462613
Average-based	15	8	0.07679883275248045
Average-based	15	9	0.07606362815677684
Onehot-based	15	0	0.08669547296077798
Onehot-based	15	1	0.0865603617963585
Onehot-based	15	2	0.08859240940239066
Onehot-based	15	3	0.08828114210072428
Onehot-based	15	4	0.09131514123403521
Onehot-based	15	5	0.08681603033447137
Onehot-based	15	6	0.087566570535864
Onehot-based	15	7	0.09017473902109495
Onehot-based	15	8	0.08159463515646884
Onehot-based	15	9	0.08463790362080671
wNMF-based	15	0	0.08178712687543296
wNMF-based	15	1	0.08264444725286554
wNMF-based	15	2	0.07706229851612623
wNMF-based	15	3	0.08693342800269664
wNMF-based	15	4	0.07796166981509975
wNMF-based	15	5	0.0858025501442511
wNMF-based	15	6	0.07741823306955657
wNMF-based	15	7	0.07831975005716584
wNMF-based	15	8	0.08387146235539242
wNMF-based	15	9	0.07941613415753077
Average-based	16	0	0.08860264834054286
Average-based	16	1	0.08464303505317801
Average-based	16	2	0.08574205366366391
Average-based	16	3	0.08798488635568713
Average-based	16	4	0.09259130558811239
Average-based	16	5	0.08385479706144731
Average-based	16	6	0.08734188638306192
Average-based	16	7	0.08561040848935955
Average-based	16	8	0.08573016000910821
Average-based	16	9	0.09345743925226571
Onehot-based	16	0	0.09568545720442166
Onehot-based	16	1	0.09226370742408105
Onehot-based	16	2	0.10032826738157641
Onehot-based	16	3	0.09154861897123309
Onehot-based	16	4	0.09301831215264016
Onehot-based	16	5	0.0915556072243985
Onehot-based	16	6	0.09288985303842288
Onehot-based	16	7	0.09479453442674853
Onehot-based	16	8	0.09242304348724968
Onehot-based	16	9	0.0987181874119642
wNMF-based	16	0	0.08763987871613844
wNMF-based	16	1	0.07750341949508066
wNMF-based	16	2	0.0818053456761937
wNMF-based	16	3	0.08289252359991676
wNMF-based	16	4	0.08487070514231697
wNMF-based	16	5	0.08232418956737966
wNMF-based	16	6	0.0847289383383186
wNMF-based	16	7	0.087317928222631
wNMF-based	16	8	0.0893541081871893
wNMF-based	16	9	0.08722301274312422
Average-based	17	0	0.09605121082814906
Average-based	17	1	0.09324215271911972
Average-based	17	2	0.09478223613071605
Average-based	17	3	0.09042174109617787
Average-based	17	4	0.10074590452989217
Average-based	17	5	0.10584372319209844
Average-based	17	6	0.09029054219093803
Average-based	17	7	0.09454517665546569
Average-based	17	8	0.09310965620679697
Average-based	17	9	0.09599741643458942
Onehot-based	17	0	0.1008156597780727
Onehot-based	17	1	0.10145111482139679
Onehot-based	17	2	0.10557788776878219
Onehot-based	17	3	0.10743671897657764
Onehot-based	17	4	0.10610096048734359
Onehot-based	17	5	0.10554946758156239
Onehot-based	17	6	0.11153988170142018
Onehot-based	17	7	0.10720982837528914
Onehot-based	17	8	0.11406564844064432
Onehot-based	17	9	0.10263189719546216
wNMF-based	17	0	0.08978588327055041
wNMF-based	17	1	0.09017922978016116
wNMF-based	17	2	0.09438332506855913
wNMF-based	17	3	0.0873452245244916
wNMF-based	17	4	0.09233874202522885
wNMF-based	17	5	0.09621289801893695
wNMF-based	17	6	0.08990571998559468
wNMF-based	17	7	0.09362974542339425
wNMF-based	17	8	0.08773009903896474
wNMF-based	17	9	0.08861176650744403
Average-based	18	0	0.07157474112161548
Average-based	18	1	0.07519022653188487
Average-based	18	2	0.07548383137361378
Average-based	18	3	0.08366602362211646
Average-based	18	4	0.07751901234345275
Average-based	18	5	0.07513363970985834
Average-based	18	6	0.07906790892931435
Average-based	18	7	0.08220345975740631
Average-based	18	8	0.07426334769505775
Average-based	18	9	0.07251016758458077
Onehot-based	18	0	0.09379160253871029
Onehot-based	18	1	0.0932157155591664
Onehot-based	18	2	0.07976234160769156
Onehot-based	18	3	0.09375892642334493
Onehot-based	18	4	0.08514559520776029
Onehot-based	18	5	0.09106397286547845
Onehot-based	18	6	0.08451262431926095
Onehot-based	18	7	0.07952308776860165
Onehot-based	18	8	0.09286558824425199
Onehot-based	18	9	0.09628165341394013
wNMF-based	18	0	0.07414459708949911
wNMF-based	18	1	0.07671587615919574
wNMF-based	18	2	0.07610520794311561
wNMF-based	18	3	0.07582154573258103
wNMF-based	18	4	0.08211090416623247
wNMF-based	18	5	0.08257902871382526
wNMF-based	18	6	0.07913714180784048
wNMF-based	18	7	0.08430023807022084
wNMF-based	18	8	0.07905863825869038
wNMF-based	18	9	0.0830996503514854
Average-based	19	0	0.08486534504528835
Average-based	19	1	0.08374972125979044
Average-based	19	2	0.08347564161102396
Average-based	19	3	0.0836794562599377
Average-based	19	4	0.08027232295571454
Average-based	19	5	0.08210685005831048
Average-based	19	6	0.08213025451315166
Average-based	19	7	0.08348075010302232
Average-based	19	8	0.08578326570756217
Average-based	19	9	0.08566692998730377
Onehot-based	19	0	0.08504519277335099
Onehot-based	19	1	0.10111222817131356
Onehot-based	19	2	0.08969218135574605
Onehot-based	19	3	0.09824685166450434
Onehot-based	19	4	0.09822406871798134
Onehot-based	19	5	0.09857390427505726
Onehot-based	19	6	0.0965245707133612
Onehot-based	19	7	0.0982609809109702
Onehot-based	19	8	0.09854088672824399
Onehot-based	19	9	0.09864529188293991
wNMF-based	19	0	0.07231299717431888
wNMF-based	19	1	0.08317144318809648
wNMF-based	19	2	0.08224336285549438
wNMF-based	19	3	0.08163897518471236
wNMF-based	19	4	0.08857490478745407
wNMF-based	19	5	0.081219141794264
wNMF-based	19	6	0.0812917055957089
wNMF-based	19	7	0.07699218645237131
wNMF-based	19	8	0.0737403671599402
wNMF-based	19	9	0.08777648243516459
Average-based	20	0	0.08785893207885873
Average-based	20	1	0.09600285038698818
Average-based	20	2	0.09371206500263968
Average-based	20	3	0.09238837961855123
Average-based	20	4	0.09300133250585617
Average-based	20	5	0.09726098425153128
Average-based	20	6	0.09608039740953554
Average-based	20	7	0.08984325085167451
Average-based	20	8	0.09693815112814201
Average-based	20	9	0.09704030576031149
Onehot-based	20	0	0.103222790650215
Onehot-based	20	1	0.0923668529142581
Onehot-based	20	2	0.10212338261205638
Onehot-based	20	3	0.0897818027396474
Onehot-based	20	4	0.10235835344556926
Onehot-based	20	5	0.10643563044322499
Onehot-based	20	6	0.08357378166788527
Onehot-based	20	7	0.08703299686304419
Onehot-based	20	8	0.09928812509218604
Onehot-based	20	9	0.09389210123934041
wNMF-based	20	0	0.08440592505545341
wNMF-based	20	1	0.08413941881349538
wNMF-based	20	2	0.08485329032357133
wNMF-based	20	3	0.09436243300765765
wNMF-based	20	4	0.07790542126216582
wNMF-based	20	5	0.08688588435331644
wNMF-based	20	6	0.09055026444274682
wNMF-based	20	7	0.09514619268649713
wNMF-based	20	8	0.09250795734237562
wNMF-based	20	9	0.09488050558247493
