"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"144",5,7,8,11,7,7,9,1,3,2
"145",5,7,8,11,7,7,9,1,3,2
"146",5,7,8,11,7,7,9,1,3,2
"147",5,7,8,11,7,7,9,1,3,2
"148",5,7,8,11,7,7,9,1,3,2
"149",5,7,8,11,7,7,9,1,3,2
"150",5,7,8,11,7,7,9,1,3,2
"151",5,7,8,11,7,7,9,1,3,2
"152",5,7,8,11,7,7,9,1,3,2
"153",5,7,8,11,7,7,9,1,3,2
"154",5,7,8,11,7,7,9,1,3,2
"155",5,7,8,11,7,7,9,1,3,2
"156",5,7,8,11,7,7,9,1,3,2
"157",2,13,13,2,5,12,8,10,14,14
"158",5,7,8,11,7,7,9,1,3,2
"159",5,7,8,11,7,7,9,1,3,2
"160",5,3,2,5,6,7,9,1,3,2
"161",5,7,8,11,7,7,9,1,3,2
"162",5,7,8,11,7,7,9,1,3,2
"163",5,7,8,11,7,7,9,1,3,2
"164",5,7,8,11,7,7,9,1,3,2
"165",1,7,8,11,7,7,9,1,4,2
"166",5,7,8,11,7,7,9,1,3,2
"167",5,7,8,11,7,7,9,1,3,2
"168",5,7,8,11,7,7,9,1,3,2
"169",5,7,8,11,7,7,9,1,3,2
"170",5,7,8,11,7,7,9,1,3,2
"171",8,5,13,2,5,12,8,10,14,14
"172",5,7,8,11,7,7,9,1,3,2
"173",5,7,8,11,7,7,9,1,3,2
"174",5,7,8,11,7,7,9,1,3,2
"175",8,10,11,7,3,1,11,2,5,10
"176",11,7,11,11,7,7,9,1,3,2
"177",5,7,8,11,7,7,9,1,3,2
"178",5,7,8,11,7,7,9,1,3,2
"179",3,10,11,7,3,1,11,2,5,10
"180",1,7,8,11,7,7,9,1,3,2
"181",5,7,8,11,7,7,9,1,3,2
"182",5,7,8,11,7,7,9,1,3,2
"183",5,7,8,11,7,7,9,1,3,2
"184",14,4,10,9,2,11,2,12,11,11
"185",5,7,8,11,7,7,9,1,3,2
"186",5,7,8,11,7,7,9,1,3,2
"187",5,7,8,11,7,7,9,1,3,2
"188",2,9,3,14,9,8,5,6,10,13
"189",5,7,8,11,7,7,9,1,3,2
"190",5,7,8,11,7,7,9,1,3,2
"191",5,7,8,11,7,7,9,1,3,2
"192",5,7,8,11,7,7,9,1,3,2
"193",2,13,5,6,14,14,13,14,13,13
"194",5,7,8,11,7,7,9,1,3,2
"195",14,4,10,9,2,11,2,12,11,11
"196",5,7,6,10,13,7,7,8,3,3
"197",5,7,8,11,7,7,9,1,3,2
"198",11,10,11,7,3,1,11,2,5,10
"199",14,4,10,9,2,11,2,12,11,11
"200",14,4,10,9,2,11,2,12,11,11
"201",5,7,8,11,7,7,9,1,3,2
"202",5,7,8,11,7,4,9,1,3,2
"203",5,7,8,11,7,7,9,1,3,2
"204",5,7,8,11,7,7,9,1,3,2
"205",14,7,8,11,7,7,9,1,3,2
"206",5,7,8,11,7,7,9,1,3,2
"207",3,11,6,10,13,10,7,8,4,3
"208",13,11,6,7,3,1,11,2,5,3
"209",8,11,6,10,13,10,7,2,4,10
"210",5,7,8,11,7,7,9,1,3,2
"211",5,6,4,3,8,4,3,11,7,2
"212",5,7,8,11,7,7,9,1,3,2
"213",8,10,11,7,3,1,11,2,5,10
"214",14,4,10,9,2,11,2,12,11,11
"215",5,8,7,12,11,5,10,4,1,7
"216",3,11,6,10,13,10,7,8,4,3
"217",5,7,8,11,7,7,9,1,3,2
"218",14,4,10,9,2,11,2,12,11,11
"219",5,7,8,11,7,7,9,1,3,2
"220",14,4,10,9,2,11,2,12,11,11
"221",13,8,7,12,11,5,10,4,1,7
"222",14,4,10,9,2,11,2,12,11,11
"223",1,7,8,11,7,7,9,1,3,2
"224",1,7,8,11,7,7,9,1,3,8
"225",5,7,8,11,7,7,9,1,3,2
"226",2,13,5,6,14,14,13,14,13,13
"227",1,7,8,11,7,7,9,1,3,2
"228",11,7,7,11,7,7,9,1,3,2
"229",1,7,8,11,7,7,9,1,3,2
"230",5,7,8,11,7,7,9,1,3,2
"231",11,10,10,9,2,11,2,9,12,3
"232",14,4,10,9,2,11,2,12,11,11
"233",14,4,10,9,2,11,2,1,3,11
"234",1,6,4,11,7,7,9,1,3,2
"235",5,7,8,5,6,13,1,5,6,8
"236",14,7,8,11,7,7,9,1,3,2
"237",5,7,13,2,5,12,8,10,14,14
"238",1,7,8,11,7,7,9,1,3,2
"239",11,10,11,7,3,1,11,2,5,10
"240",14,4,10,9,2,11,2,12,11,11
"241",14,4,10,9,7,11,9,1,3,2
"242",8,10,11,7,3,1,11,2,5,10
"243",2,13,5,6,14,14,13,14,13,13
"244",1,3,2,5,6,13,3,5,6,8
"245",9,4,10,9,2,11,2,11,7,9
"246",5,7,8,11,7,7,9,1,3,2
"247",14,4,10,9,2,11,2,12,11,11
"248",13,11,6,10,13,10,7,8,4,3
"249",12,14,13,8,12,3,6,9,12,6
"250",1,4,8,11,7,7,9,1,3,2
"251",5,7,8,11,7,7,9,1,3,2
"252",4,2,9,10,13,10,7,8,4,1
"253",14,4,10,9,2,11,2,12,11,11
"254",1,3,2,5,6,13,1,5,6,8
"255",14,4,10,9,2,11,2,12,11,11
"256",5,7,8,11,7,7,9,1,3,2
"257",2,9,12,14,9,2,14,13,8,4
"258",3,11,6,10,13,10,7,8,4,10
"259",12,14,13,8,12,3,6,9,12,6
"260",5,7,8,11,7,7,9,5,6,8
"261",1,3,2,5,6,13,1,5,6,8
"262",13,11,6,10,13,10,7,8,5,3
"263",1,14,13,8,12,3,6,9,12,6
"264",1,3,13,5,6,13,1,5,6,8
"265",14,4,10,9,2,11,2,12,11,11
"266",14,4,10,9,2,7,9,1,3,2
"267",1,3,2,5,6,13,1,5,6,8
"268",8,10,6,10,3,1,7,2,4,10
"269",1,3,4,5,6,13,1,5,6,8
"270",5,6,4,3,8,4,3,11,7,9
"271",1,4,8,11,7,7,2,1,3,2
"272",1,3,2,5,6,13,1,5,6,8
"273",14,4,10,9,2,11,2,12,11,11
"274",1,7,8,11,7,7,9,1,3,2
"275",11,10,6,7,3,1,11,2,5,10
"276",1,3,2,5,6,13,1,5,6,8
"277",3,11,6,10,13,10,7,8,4,10
"278",14,4,10,9,2,11,2,12,11,11
"279",14,4,10,9,2,11,2,12,11,11
"280",6,6,4,3,8,4,3,11,7,9
"281",1,6,13,8,8,3,3,11,7,9
"282",1,3,2,5,6,13,1,5,6,8
"283",14,4,10,9,2,11,2,12,11,11
"284",1,3,8,5,6,13,1,5,6,8
"285",1,3,2,5,6,13,1,5,6,8
"286",14,4,10,9,2,11,2,12,11,8
"287",1,6,13,8,12,3,6,9,12,6
"288",11,10,13,8,12,3,6,9,12,6
"289",1,3,2,5,6,13,1,5,6,8
"290",1,6,4,3,6,4,1,5,7,8
"291",14,4,10,9,6,13,1,5,6,8
"292",1,4,10,9,2,11,2,12,11,11
"293",3,11,6,10,13,10,7,5,4,8
"294",12,14,13,8,12,3,6,9,12,6
"295",11,10,11,7,3,1,11,2,5,10
"296",1,3,2,5,6,13,1,5,6,8
"297",12,14,13,8,12,3,6,9,12,6
"298",3,11,6,10,13,10,7,8,4,1
"299",12,14,13,8,12,3,6,9,12,6
"300",14,4,10,9,2,11,2,12,11,11
"301",2,9,12,14,9,2,14,13,8,4
"302",1,12,13,8,12,3,6,9,12,6
"303",1,3,2,5,6,13,1,5,6,8
"304",6,6,4,3,8,4,3,11,7,9
"305",6,6,4,3,8,4,3,11,7,9
"306",3,11,6,10,6,13,1,5,6,8
"307",1,3,2,5,6,13,1,5,6,8
"308",2,13,13,2,5,12,8,10,14,14
"309",1,3,2,5,6,13,1,5,6,8
"310",14,4,10,9,2,11,2,12,11,11
"311",8,10,11,7,3,1,11,2,5,10
"312",1,3,2,5,6,13,1,5,6,8
"313",9,6,4,3,8,4,3,11,7,9
"314",1,6,13,8,12,3,6,9,7,6
"315",14,4,10,9,2,11,2,12,11,11
"316",1,3,2,5,6,13,1,5,6,8
"317",1,4,10,5,6,13,1,5,6,8
"318",1,3,2,5,6,13,1,5,6,8
"319",14,4,10,9,2,11,2,12,11,11
"320",11,10,11,7,3,1,11,2,5,10
"321",6,6,4,3,8,4,3,11,7,9
"322",3,11,6,7,13,10,7,2,4,10
"323",3,10,11,3,8,1,7,2,4,10
"324",6,6,4,3,8,4,3,11,7,9
"325",14,4,10,9,2,11,2,12,11,11
"326",1,14,13,8,12,3,6,9,12,6
"327",14,4,10,9,2,11,2,12,11,11
"328",1,3,2,5,6,13,1,5,6,8
"329",2,9,12,14,9,2,14,13,8,4
"330",9,6,4,3,8,4,3,11,7,9
"331",1,3,4,5,8,4,3,11,7,9
"332",14,4,10,9,2,11,2,12,11,11
"333",1,3,2,5,6,13,1,5,6,8
"334",12,14,13,8,12,3,6,9,12,6
"335",9,6,4,3,8,4,3,11,7,9
"336",1,8,7,12,6,13,1,5,6,8
"337",6,6,4,3,8,4,3,11,7,9
"338",9,6,4,3,8,4,3,11,7,9
"339",6,6,4,3,8,4,3,11,7,9
"340",1,3,13,8,12,3,6,9,12,6
"341",6,6,4,3,8,4,3,11,7,9
"342",6,6,4,3,8,4,3,11,7,9
"343",1,3,2,5,6,13,1,5,6,8
"344",1,6,13,8,12,3,3,9,7,6
"345",6,6,4,3,8,4,3,11,7,9
"346",9,6,4,3,8,4,3,11,7,9
"347",6,6,4,3,8,4,3,11,7,9
"348",6,6,4,3,8,4,3,11,7,9
"349",14,4,10,9,2,11,2,12,11,11
"350",12,14,13,8,12,3,6,9,12,6
"351",12,14,13,8,12,3,6,9,12,6
"352",6,6,4,3,8,4,3,11,7,9
"353",9,6,4,3,8,4,3,11,7,9
"354",9,4,10,9,2,11,2,12,11,11
"355",6,6,4,3,8,4,3,11,7,9
"356",1,3,2,5,6,13,1,5,6,8
"357",1,4,10,9,6,13,1,5,6,8
"358",6,6,4,3,8,4,3,11,7,9
"359",3,2,9,4,4,9,7,7,4,10
"360",2,9,12,14,9,2,14,13,8,13
"361",6,6,4,3,8,4,3,11,7,9
"362",6,6,4,3,8,4,3,11,7,9
"363",9,6,4,3,8,4,3,11,7,9
"364",14,4,10,9,2,11,2,12,11,11
"365",9,6,4,3,8,4,3,11,7,9
"366",8,10,11,7,3,1,11,2,5,10
"367",6,6,4,3,8,4,3,11,7,9
"368",6,6,4,3,8,4,3,11,7,9
"369",3,11,10,9,2,11,2,12,4,10
"370",1,3,2,5,6,13,1,5,6,8
"371",4,2,9,4,4,9,10,7,9,1
"372",6,6,4,3,8,4,3,11,5,9
"373",9,6,4,3,8,4,3,11,7,9
"374",6,6,4,3,8,4,3,11,7,9
"375",8,10,11,7,3,1,11,2,5,10
"376",1,3,10,8,8,4,3,11,7,8
"377",14,4,10,9,2,11,2,12,11,11
"378",1,3,2,5,6,13,1,5,6,8
"379",6,6,4,8,8,4,6,9,12,6
"380",2,13,13,2,5,12,8,10,14,14
"381",10,5,3,13,13,8,5,6,10,13
"382",11,10,11,7,3,1,11,2,5,10
"383",9,6,4,3,8,4,3,11,7,9
"384",6,6,4,3,8,4,3,11,7,9
"385",6,6,4,3,8,4,3,11,7,9
"386",6,6,4,3,8,4,3,11,7,9
"387",6,6,4,3,8,4,3,11,7,9
"388",6,6,4,3,8,4,3,11,7,9
"389",6,6,4,3,8,4,3,11,7,9
"390",1,6,4,3,8,4,3,11,7,9
"391",1,3,2,5,6,13,1,5,6,8
"392",9,6,4,3,8,4,3,11,7,9
"393",6,6,4,3,8,4,3,11,7,9
"394",6,6,7,3,8,4,3,11,7,9
"395",1,4,10,9,6,13,1,5,6,8
"396",1,4,4,9,2,11,2,12,11,8
"397",6,6,4,3,8,4,3,11,7,9
"398",6,6,4,3,8,4,3,11,7,9
"399",6,6,4,3,8,4,3,11,7,9
"400",6,6,4,3,8,4,3,11,7,9
"401",3,11,6,10,13,10,7,8,4,1
"402",1,3,2,5,6,13,1,5,6,8
"403",3,11,6,10,13,10,7,8,4,3
"404",12,14,13,8,12,3,6,9,12,6
"405",10,5,3,13,13,8,5,6,10,13
"406",9,6,4,3,8,4,3,11,7,9
"407",6,6,4,3,8,4,3,11,7,9
"408",11,10,11,7,3,1,11,2,5,10
"409",9,6,4,3,8,4,3,11,7,9
"410",9,6,4,3,8,4,3,11,7,9
"411",6,6,4,3,8,4,3,11,7,9
"412",6,6,4,3,8,4,3,11,7,9
"413",9,6,4,3,8,4,3,11,7,9
"414",1,3,2,5,6,13,1,5,6,8
"415",9,6,4,3,8,4,3,11,7,9
"416",6,6,4,3,8,4,3,11,7,9
"417",8,10,11,7,3,1,11,2,5,10
"418",3,10,11,7,3,1,11,2,5,10
"419",10,5,3,13,13,8,5,6,10,13
"420",11,10,11,7,3,1,11,2,5,10
"421",6,6,4,3,8,4,3,11,7,9
"422",3,11,6,10,3,1,7,2,4,10
"423",9,6,4,3,8,4,3,11,7,9
"424",5,3,2,5,6,13,1,11,7,8
"425",6,6,4,3,8,4,3,11,7,9
"426",3,11,6,10,13,10,7,8,4,3
"427",3,11,6,10,13,10,7,8,4,3
"428",2,9,12,14,9,2,14,13,8,4
"429",6,6,4,3,8,4,3,11,7,9
"430",6,6,4,3,8,4,3,11,7,9
"431",6,6,4,3,8,4,3,11,7,9
"432",14,4,10,9,2,11,2,12,11,11
"433",6,6,4,3,8,4,3,11,7,9
"434",9,6,11,3,8,4,3,11,7,9
"435",7,1,1,1,1,6,4,3,2,5
"436",11,10,11,7,3,1,11,5,5,8
"437",6,6,4,3,8,4,3,11,7,9
"438",3,11,6,10,13,10,7,8,4,3
"439",6,6,4,3,8,4,3,11,7,9
"440",12,14,13,8,12,3,6,9,12,6
"441",1,3,2,5,6,13,1,5,6,8
"442",14,4,10,9,2,11,1,12,6,11
"443",1,3,2,5,6,13,1,5,6,8
"444",1,3,2,5,6,13,1,5,6,8
"445",6,6,4,3,8,4,3,11,7,9
"446",6,6,4,3,8,4,3,11,7,9
"447",6,6,4,3,8,4,3,11,7,9
"448",6,6,4,3,8,4,3,11,7,9
"449",6,6,4,3,8,4,3,11,7,9
"450",12,14,13,8,12,3,6,9,12,6
"451",12,14,13,8,12,3,6,9,12,6
"452",6,3,2,5,6,13,1,5,6,8
"453",9,6,4,3,8,4,3,11,7,9
"454",6,6,4,3,8,4,3,11,7,9
"455",1,3,2,5,6,13,1,5,6,8
"456",12,14,13,8,12,8,6,9,12,6
"457",1,3,2,5,6,13,1,5,6,8
"458",1,3,2,5,6,13,1,5,6,8
"459",12,9,4,3,8,4,3,11,7,9
"460",14,4,10,9,2,11,2,12,11,11
"461",11,5,13,2,5,12,8,10,14,14
"462",10,5,3,13,13,8,5,6,10,13
"463",9,6,4,3,8,4,3,11,7,9
"464",6,6,4,3,8,4,3,11,7,9
"465",10,13,13,2,5,12,8,10,14,14
"466",1,3,2,5,6,13,1,5,6,8
"467",1,4,10,5,6,13,1,5,6,8
"468",6,6,4,3,8,4,3,11,7,9
"469",1,4,10,9,2,11,3,11,7,9
"470",6,6,4,3,8,4,3,11,7,9
"471",1,3,2,5,6,13,1,5,6,8
"472",2,9,12,14,9,2,14,13,8,4
"473",6,6,4,3,8,4,3,11,7,9
"474",7,1,1,1,1,6,4,3,2,5
"475",10,6,4,3,8,4,5,11,7,9
"476",11,10,11,7,3,1,11,2,7,9
"477",12,11,6,10,13,10,7,8,4,3
"478",6,6,4,3,8,4,3,11,7,9
"479",6,6,4,3,8,4,3,11,7,9
"480",2,9,12,14,9,2,14,13,8,4
"481",8,10,11,7,3,1,11,2,5,10
"482",9,6,4,3,8,4,3,11,7,9
"483",1,4,2,5,6,13,1,5,6,8
"484",12,6,4,8,8,4,3,3,2,5
"485",11,10,11,7,3,1,11,2,5,10
"486",2,9,12,14,9,2,14,13,8,4
"487",10,5,3,13,13,8,5,6,10,13
"488",3,11,6,10,13,10,7,7,4,1
"489",12,14,13,8,12,3,6,9,12,6
"490",2,9,12,14,9,2,14,13,8,4
"491",10,9,12,14,9,8,5,6,10,13
"492",6,6,4,3,8,4,3,11,7,9
"493",6,6,4,3,8,4,3,11,7,9
"494",1,3,2,5,6,13,1,5,6,8
"495",1,14,13,8,6,13,6,9,12,6
"496",9,6,4,3,8,4,3,11,7,9
"497",1,3,2,5,6,13,1,5,6,8
"498",6,6,4,3,8,4,3,11,7,9
"499",13,8,7,12,11,5,10,4,1,7
"500",1,12,13,8,12,3,6,5,6,8
"501",3,11,6,10,13,10,7,8,4,3
"502",1,3,2,5,6,13,1,5,6,8
"503",7,1,1,1,1,6,4,3,2,5
"504",7,1,1,1,1,6,4,3,2,5
"505",7,1,1,1,1,6,4,3,2,5
"506",14,4,10,9,2,11,2,12,11,11
"507",11,5,3,3,13,8,3,11,7,9
"508",12,14,13,8,12,3,6,9,12,6
"509",1,7,2,11,7,7,1,11,6,9
"510",13,11,6,10,13,10,7,8,4,3
"511",14,4,10,9,2,11,2,12,11,11
"512",6,3,2,3,8,4,3,11,7,9
"513",10,11,6,10,13,10,7,8,4,3
"514",6,6,4,3,8,4,3,11,7,9
"515",7,1,1,1,1,6,4,3,2,5
"516",2,9,12,14,9,2,5,6,10,13
"517",8,10,11,7,3,1,11,2,5,10
"518",10,5,3,13,13,8,5,6,10,10
"519",1,3,2,5,6,13,1,5,6,8
"520",14,4,10,9,2,11,2,12,11,11
"521",1,6,4,3,8,4,3,11,7,9
"522",11,10,11,7,3,1,11,11,7,9
"523",1,4,2,5,6,13,1,5,6,8
"524",12,14,13,8,12,3,6,9,12,6
"525",10,9,12,14,9,2,14,13,8,4
"526",6,6,4,5,8,4,3,5,6,8
"527",6,6,4,3,8,4,1,11,6,8
"528",11,10,11,7,3,1,11,2,5,10
"529",2,9,12,14,9,2,14,6,8,4
"530",1,3,2,5,6,13,1,5,6,8
"531",1,3,2,5,6,13,1,5,6,8
"532",2,9,12,14,9,2,14,13,8,4
"533",6,6,4,3,8,4,3,11,7,9
"534",6,6,4,3,8,4,3,11,7,9
"535",1,3,2,5,6,13,1,5,6,8
"536",6,6,4,3,8,4,3,11,7,9
"537",6,6,4,3,8,4,3,11,7,9
"538",6,6,4,3,8,4,3,11,7,9
"539",1,3,4,8,12,3,3,11,7,9
"540",7,1,1,1,1,6,4,3,2,5
"541",7,1,1,1,1,6,4,3,2,5
"542",10,5,3,13,13,8,5,6,4,13
"543",6,6,4,3,8,4,3,11,7,9
"544",3,11,6,10,13,10,7,8,4,3
"545",10,5,3,13,12,4,3,11,7,9
"546",3,2,6,10,13,10,7,8,4,10
"547",6,6,4,3,8,4,3,11,7,9
"548",6,6,4,3,8,4,3,11,7,9
"549",1,3,2,5,6,13,1,5,6,8
"550",2,9,12,14,9,2,14,13,8,4
"551",1,3,2,5,6,13,1,5,6,8
"552",9,6,4,3,8,4,3,11,7,9
"553",10,6,2,13,13,8,5,6,10,13
"554",3,11,6,10,13,10,7,8,4,3
"555",6,6,4,3,8,4,3,11,7,9
"556",12,14,13,8,12,3,6,9,12,6
"557",3,11,6,10,13,10,7,8,4,3
"558",12,14,13,8,12,3,6,9,12,6
"559",6,6,4,3,8,4,3,11,7,9
"560",7,1,1,1,1,6,6,3,2,5
"561",12,14,13,8,12,3,6,9,12,6
"562",1,3,2,5,6,13,1,5,6,8
"563",1,3,2,5,6,13,1,5,6,8
"564",7,1,1,1,1,6,4,3,2,5
"565",11,10,11,7,3,1,11,2,5,10
"566",6,6,4,3,8,4,3,11,7,9
"567",10,5,3,13,13,8,5,6,10,13
"568",6,3,2,3,8,13,1,5,6,8
"569",8,10,11,7,3,1,11,2,5,10
"570",1,3,2,5,6,13,1,5,6,8
"571",6,6,4,3,8,4,3,11,7,9
"572",11,10,11,7,3,1,11,2,5,10
"573",9,6,4,3,8,4,3,11,7,9
"574",9,6,4,3,8,4,3,11,7,9
"575",2,9,12,14,9,8,5,6,10,13
"576",1,3,2,5,6,13,1,5,6,8
"577",1,3,2,5,6,13,1,5,6,8
"578",1,3,2,5,6,13,1,5,6,8
"579",1,3,2,5,6,13,1,5,6,8
"580",1,3,2,5,6,13,1,5,6,8
"581",14,4,10,9,6,11,1,11,7,9
"582",1,14,13,8,12,3,6,9,12,6
"583",1,3,2,5,6,13,1,5,6,8
"584",3,10,11,7,3,10,7,2,4,10
"585",9,6,4,3,8,4,3,11,7,9
"586",1,3,2,5,6,13,1,5,6,8
"587",11,11,6,10,13,10,7,8,6,3
"588",6,6,4,3,8,4,3,11,7,9
"589",3,11,6,10,13,10,7,8,4,3
"590",3,2,6,10,13,10,7,8,4,1
"591",1,3,2,5,6,13,1,5,6,8
"592",9,6,4,3,8,4,3,11,7,9
"593",2,9,12,14,9,2,5,6,10,13
"594",11,10,11,7,3,1,11,2,5,10
"595",2,9,12,14,9,2,14,13,8,4
"596",6,6,4,3,8,4,3,11,7,9
"597",14,4,10,9,2,11,2,12,11,11
"598",6,6,4,3,8,4,3,11,7,9
"599",6,6,4,3,8,4,7,8,4,10
"600",12,14,13,8,12,3,6,9,12,6
"601",2,9,12,14,9,2,14,13,8,4
"602",6,6,4,3,8,4,3,11,7,9
"603",7,1,1,1,1,6,4,3,2,5
"604",6,6,4,3,8,4,3,11,7,9
"605",1,3,2,5,6,13,1,5,6,8
