,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
2916x5260,4,3,6,2,4,6,5,3,1,5
2927x4651,3,3,4,2,5,5,3,3,2,3
2926x2674,3,3,4,2,5,5,3,3,2,3
2960x6102,3,3,4,2,5,5,3,3,2,3
2973x5110,4,3,1,2,4,1,5,3,1,5
3025x3692,3,3,4,2,5,5,3,3,2,3
3074x5257,4,3,1,2,4,5,5,3,2,5
3080x5841,3,3,4,2,5,5,3,3,2,3
3126x2749,3,3,4,2,5,5,3,3,2,3
3071x3935,3,3,4,2,5,5,3,3,2,3
3096x4369,3,3,4,2,5,5,3,3,2,3
3120x1105,3,3,7,2,8,5,9,3,2,8
3122x4726,3,3,4,2,5,5,3,3,2,3
3111x6412,3,3,4,2,5,5,3,3,2,3
3084x3109,3,3,4,2,5,5,3,3,2,3
3166x5661,3,3,4,2,5,5,3,3,2,3
3203x1510,3,3,4,2,5,5,3,3,2,3
3148x2309,6,4,5,7,4,6,5,5,3,5
3222x5513,3,3,4,2,5,5,3,3,2,3
3197x2950,3,3,4,2,5,5,3,3,2,3
3214x5916,3,3,4,2,5,5,3,3,2,3
3218x4490,3,3,4,2,5,5,3,3,2,3
3228x5280,4,3,4,2,5,5,5,3,2,3
3270x4186,3,3,4,2,5,5,3,3,2,3
3300x4308,3,3,4,2,5,5,3,3,2,3
3260x3440,3,3,4,2,5,5,3,3,2,3
3324x4576,3,3,4,2,5,5,3,3,2,3
3301x3734,3,3,4,2,5,5,3,3,2,3
3320x6058,3,3,4,2,5,5,3,3,2,3
3352x4070,3,3,4,2,5,5,3,3,2,3
3335x5021,3,3,4,2,5,5,3,3,2,3
3359x1091,4,4,6,3,4,6,5,5,3,5
3323x6465,3,3,4,2,5,5,3,3,2,3
3364x5937,3,3,4,2,5,5,3,3,2,3
3359x5256,4,3,4,2,5,5,5,3,2,3
3362x3568,3,3,4,2,5,5,3,3,2,3
3385x6253,3,3,4,2,5,5,3,3,2,3
3383x5417,3,3,4,2,5,5,3,3,2,3
3414x4881,3,3,4,2,5,5,3,3,2,3
3386x1833,3,3,4,2,5,5,3,3,2,3
3389x3123,3,3,4,2,5,5,3,3,2,3
3416x4672,3,3,4,2,5,5,3,3,2,3
3411x5640,3,3,4,2,5,5,3,3,2,3
3427x4528,3,3,4,2,5,5,3,3,2,3
3453x878,4,4,6,3,4,6,5,5,3,5
3466x2740,3,3,4,2,5,5,3,3,2,3
3466x3930,3,3,4,2,5,5,3,3,2,3
3511x5866,3,3,4,2,5,5,3,3,2,3
3493x6025,3,3,4,2,5,5,3,3,2,3
3487x4430,3,3,4,2,5,5,3,3,2,3
3497x5218,4,3,4,3,5,5,3,3,2,3
3507x2973,3,3,4,2,5,5,3,3,2,3
3542x5733,3,3,4,2,5,5,3,3,2,3
3531x5104,3,3,4,2,5,5,3,3,2,3
3521x3696,3,3,4,2,5,5,3,3,2,3
3546x6184,3,3,4,2,5,5,3,3,2,3
3541x2110,3,3,4,2,5,5,3,3,2,3
3543x4744,3,3,4,2,5,5,3,3,2,3
3573x4973,3,3,4,2,5,5,3,3,2,3
3572x1917,3,3,4,2,5,5,3,3,2,3
3591x2599,3,3,4,2,5,5,3,3,2,3
3598x997,4,4,6,3,4,6,5,5,3,5
3587x1792,3,3,4,2,5,5,3,3,2,3
3621x3884,3,3,4,2,5,5,3,3,2,3
3612x4320,3,3,4,2,5,5,3,3,2,3
3638x1640,3,4,6,2,5,5,3,5,3,3
3665x3543,3,3,4,2,5,5,3,3,2,3
3672x3705,3,3,4,2,5,5,3,3,2,3
3662x1282,4,4,6,3,4,6,5,5,3,5
3662x4119,3,3,4,2,5,5,3,3,2,3
3690x3439,7,6,4,7,7,3,2,2,6,2
3689x1991,3,3,4,2,5,5,3,3,2,3
3687x2908,3,3,4,2,5,5,3,3,2,3
3680x4808,3,3,4,2,5,5,3,3,2,3
3710x1762,3,3,4,2,5,5,3,3,2,3
3720x2151,3,3,4,2,5,5,3,3,2,3
3696x4553,3,3,4,2,5,5,3,3,2,3
3711x4679,3,3,4,2,5,5,3,3,2,3
3753x6514,6,5,5,5,4,7,6,6,5,6
3719x2629,3,3,4,2,5,5,3,5,2,3
3733x4309,3,3,4,2,5,5,3,3,2,3
3766x5297,3,3,4,3,5,5,3,3,2,3
3761x1123,4,4,6,3,4,6,5,5,3,5
3727x6042,4,5,5,2,5,7,6,3,5,6
3814x5458,6,5,5,5,4,7,6,7,5,6
3795x3235,7,6,2,7,7,3,2,2,6,2
3805x5811,6,5,5,5,4,7,6,7,5,6
3795x751,4,4,6,3,4,6,5,5,3,5
3800x2317,4,3,6,3,5,5,3,5,3,3
3799x4039,3,3,4,2,5,5,3,3,2,3
3833x4772,3,3,4,2,5,5,3,3,2,3
3831x1304,4,4,6,3,4,6,5,5,3,5
3867x5191,3,3,4,3,5,5,3,3,2,3
3843x3447,7,6,2,6,7,3,2,2,6,2
3902x6520,6,5,5,5,4,7,6,6,5,6
3927x793,4,4,6,3,4,6,5,5,3,5
3941x1810,4,4,6,3,4,6,5,5,3,5
3934x3757,7,6,2,7,7,3,2,2,6,2
3956x4150,3,4,6,3,4,6,5,5,3,3
3943x3148,7,6,2,3,7,3,2,2,6,2
3974x3879,3,3,5,7,4,5,7,4,2,3
3940x2689,3,3,6,2,5,5,3,5,2,3
3947x3581,7,6,2,6,7,3,2,2,6,2
3972x2174,4,4,6,3,4,6,5,5,3,5
3992x224,5,2,3,4,3,4,4,4,4,4
4008x1037,4,4,6,3,4,6,5,5,3,5
3996x2018,4,4,6,3,4,6,5,5,3,5
4012x2519,3,4,6,3,5,5,3,5,3,3
4026x2847,3,3,4,2,5,5,3,5,2,3
4007x6258,6,5,5,5,4,7,6,6,5,6
4003x4792,3,3,4,3,5,5,3,3,2,5
4056x1245,4,4,6,3,4,6,5,5,3,5
4063x3450,7,6,2,6,7,3,2,2,6,2
4052x4572,4,4,4,3,4,5,3,3,2,5
4091x1491,4,4,6,3,4,6,5,5,3,5
4099x2666,4,4,6,3,4,6,5,5,3,5
4064x6440,6,5,5,5,4,7,6,6,5,6
4084x6565,6,5,5,5,4,7,6,6,5,6
4097x6103,6,5,5,5,4,7,6,6,5,6
4104x5106,6,5,5,5,4,7,6,7,5,6
4097x2291,4,4,6,3,4,6,5,5,3,5
4089x528,5,2,3,4,6,4,5,4,4,4
4110x3586,7,6,2,6,7,3,2,2,6,2
4108x5879,6,5,5,5,4,7,6,6,5,6
4147x2123,4,4,6,3,4,6,5,5,3,5
4135x2429,4,4,6,3,4,6,5,5,3,5
4180x4528,4,4,6,3,4,6,5,5,3,5
4177x5444,6,5,5,5,4,7,6,7,5,6
4199x1841,4,4,6,3,4,6,5,5,3,5
4241x4940,4,4,6,3,4,6,5,5,3,5
4274x970,4,4,6,3,6,6,5,5,3,4
4244x3612,7,6,2,6,7,3,2,2,6,2
4235x6338,6,5,5,5,4,7,6,6,5,6
4237x3037,5,4,3,4,4,4,4,8,4,4
4311x4318,4,4,6,3,4,6,5,7,3,5
4388x1954,4,4,6,3,4,6,5,5,3,5
4284x825,4,2,6,3,6,6,5,5,3,4
4342x3036,8,7,3,9,3,4,4,9,4,9
4345x3674,7,6,2,6,7,3,2,2,6,2
4342x3202,8,7,3,9,3,8,8,9,4,9
4379x6351,6,5,5,5,4,7,6,6,5,6
4326x699,5,2,6,3,6,6,5,5,3,4
4427x3354,9,7,3,9,4,8,7,2,4,2
4395x5349,6,5,5,5,4,7,6,7,5,6
4419x2438,4,4,6,3,4,6,5,5,3,5
4417x4556,4,4,6,3,4,6,5,5,3,5
4434x102,9,1,11,9,11,8,1,1,4,7
4445x2701,8,4,6,3,3,4,4,9,3,5
4443x5876,6,5,5,5,4,7,6,7,5,6
4439x2236,4,4,6,3,4,6,5,5,3,5
4475x4708,4,4,6,3,4,6,5,5,7,5
4479x3955,4,4,6,3,4,6,5,5,3,5
4506x3823,4,4,6,3,4,6,5,5,3,5
4491x5739,6,5,5,5,4,7,6,7,5,6
4493x4359,4,4,6,3,4,6,5,5,3,5
4502x6429,6,5,5,5,4,7,6,6,5,6
4530x5152,4,4,6,3,4,6,5,5,3,5
4559x2733,8,4,6,4,6,6,4,9,3,5
4549x1439,4,2,6,3,6,6,5,5,7,5
4573x3050,8,4,6,9,4,4,8,9,3,5
4584x4796,4,4,6,3,4,6,5,5,7,5
4616x2498,4,4,6,3,4,6,5,5,3,5
4588x762,4,2,6,3,6,6,5,5,3,4
4611x1566,4,2,6,3,6,6,5,5,7,5
4622x3547,4,4,6,3,4,6,5,5,3,5
4602x4420,4,4,6,3,4,6,5,5,3,5
4616x5789,6,5,5,7,4,6,7,7,5,5
4617x1013,4,4,6,3,6,6,5,5,3,5
4629x4923,4,4,6,3,4,6,5,5,7,5
4656x3179,4,4,6,9,4,6,5,9,3,5
4647x2153,4,4,6,3,4,6,5,5,3,5
4673x4241,4,4,6,3,4,6,5,5,3,5
4718x4341,4,4,6,3,4,6,5,5,3,5
4692x1224,4,4,6,3,6,6,5,5,3,5
4705x4522,4,4,6,3,4,6,5,5,3,5
4729x5381,4,4,6,3,4,6,5,5,3,5
4713x5931,6,5,5,7,4,8,7,7,3,7
4738x3416,4,4,6,3,4,6,5,5,3,5
4730x2345,4,4,6,3,4,6,5,5,3,5
4771x3846,4,4,6,3,4,6,5,5,3,5
4747x1483,4,2,7,3,6,6,5,5,7,5
4760x5551,4,4,6,3,4,6,5,5,3,5
4789x834,4,4,6,3,4,6,5,7,3,4
4796x6269,6,4,5,7,4,6,7,7,3,5
4787x335,5,2,3,4,3,4,4,4,4,4
4831x5702,6,4,5,3,4,6,5,5,3,5
4805x3969,4,4,6,3,4,6,5,5,3,5
4785x1351,4,4,6,3,6,6,5,5,7,5
4824x4588,4,4,6,3,4,6,5,5,3,5
4832x5816,6,4,5,7,4,8,7,7,3,5
4837x5961,9,7,3,7,11,8,7,8,4,7
4834x1072,4,4,6,3,4,6,5,7,3,4
4843x1919,4,4,7,3,4,9,5,5,7,5
4852x2271,4,4,6,3,4,6,5,5,3,5
4849x5153,4,4,6,3,4,6,5,5,3,5
4894x6374,6,5,5,7,4,7,7,7,5,6
4862x2753,4,4,6,3,4,6,5,5,3,5
4897x85,5,2,3,4,3,4,4,4,4,4
4867x3356,4,4,6,3,4,6,5,5,3,5
4895x1559,4,2,6,3,6,6,5,5,7,5
4887x3710,4,4,6,3,4,6,5,5,3,5
4889x3549,4,4,6,3,4,6,5,5,3,5
4886x6070,7,6,2,7,7,3,2,2,6,2
4921x4079,4,4,6,3,4,6,5,5,3,5
4907x3227,4,4,6,3,4,6,5,5,3,5
4915x5499,4,4,6,3,4,6,5,5,3,5
4911x3096,4,4,6,3,4,6,5,5,3,5
4880x4307,4,4,6,3,4,6,5,5,3,5
4884x2947,4,4,6,9,4,6,8,5,3,5
4944x5230,4,4,6,3,4,6,5,5,3,5
4958x6105,7,6,2,7,7,3,2,2,6,2
4947x4907,4,4,6,3,4,6,5,5,3,5
4956x4497,4,4,6,3,4,6,5,5,3,5
4995x2631,4,4,6,3,4,6,5,5,3,4
5018x6547,6,5,5,7,4,7,6,7,5,6
5000x3469,4,4,6,3,4,6,5,5,3,5
4986x1216,4,4,6,3,4,6,5,5,3,4
5023x783,4,4,5,3,4,6,5,7,3,4
5040x1067,4,4,6,3,4,6,5,7,3,4
5051x3353,4,4,6,3,4,6,5,5,3,5
5048x5949,7,6,2,6,7,3,2,2,6,2
5091x630,4,4,5,4,4,6,4,7,3,4
5078x5550,4,4,6,3,4,6,5,5,3,5
5116x1531,10,2,7,3,8,9,9,5,7,8
5118x880,4,4,5,3,4,6,5,7,3,4
5129x6037,7,6,2,6,7,3,2,2,6,2
5154x4778,4,4,6,3,4,6,5,5,3,5
5138x4913,4,4,5,3,4,6,5,5,3,5
5184x994,4,4,5,3,4,6,5,7,3,4
5172x5235,4,4,6,3,4,6,5,5,3,5
5190x3948,10,7,7,3,8,9,9,4,7,8
5203x1124,4,4,6,3,4,6,5,7,3,4
5219x1892,10,2,7,3,8,9,9,4,7,8
5211x2607,5,2,5,4,6,6,4,7,3,4
5203x2895,4,4,6,3,6,6,5,5,3,4
5213x2740,5,2,6,4,6,6,4,5,3,4
5207x385,5,2,3,4,3,4,4,5,4,4
5219x166,5,2,3,4,3,4,4,4,4,4
5247x1284,5,4,3,4,8,4,4,7,3,4
5227x2273,5,2,3,4,6,9,4,4,4,8
5218x6328,7,7,2,7,7,3,7,2,4,2
5262x1801,10,2,7,3,8,9,9,4,7,8
5252x5910,7,6,2,6,7,3,2,2,6,2
5271x3021,4,4,6,3,4,6,5,5,3,5
5277x6161,7,6,2,6,7,3,2,2,6,2
5275x3504,4,4,6,3,4,6,5,5,3,4
5314x4858,6,4,5,7,4,6,4,7,3,4
5272x5434,4,4,6,3,4,6,5,5,3,5
5298x4727,6,4,5,4,4,6,4,5,3,4
5304x1513,4,2,7,3,8,9,5,4,7,8
5333x95,5,2,3,4,3,4,4,5,4,4
5343x5027,6,4,5,3,4,6,5,5,3,4
5382x6558,9,7,5,7,11,8,7,7,4,7
5331x2045,10,2,7,4,8,9,9,4,4,8
5331x3871,10,7,7,4,8,9,9,4,7,8
5349x6081,7,6,2,6,7,3,2,2,6,2
5352x2839,4,2,5,4,6,6,5,5,3,4
5405x648,5,2,3,4,3,4,4,4,4,4
5357x6253,9,7,2,7,7,8,7,2,4,2
5362x2282,5,2,3,4,6,8,4,4,4,4
5380x4618,6,4,5,4,4,6,4,7,3,4
5389x4497,4,4,3,4,4,6,4,5,3,4
5387x1744,10,2,7,3,8,9,9,4,7,8
5426x4374,4,4,3,4,6,10,4,5,3,4
5479x5613,6,4,5,7,4,6,7,5,3,5
5459x460,5,2,3,4,3,4,4,4,4,4
5451x1607,10,2,7,3,8,9,9,4,7,8
5462x6302,9,7,3,7,11,8,7,4,4,7
5501x2039,5,2,3,4,6,8,4,4,4,4
5467x1236,5,2,3,4,3,4,4,4,4,4
5470x3252,5,2,3,4,3,4,4,4,4,4
5478x4734,6,4,5,4,4,6,4,5,3,4
5487x2255,5,2,3,4,6,8,4,4,4,4
5508x5419,4,4,6,3,4,6,5,5,3,5
5508x6144,7,6,2,7,7,3,7,2,6,2
5568x2413,5,2,3,4,6,8,4,4,4,4
5561x766,5,2,3,4,3,4,4,4,4,4
5549x3552,5,2,3,4,3,4,4,4,4,4
5582x5828,6,4,5,7,7,3,7,7,3,2
5621x6247,9,7,3,7,7,8,7,4,4,2
5631x4789,4,4,6,3,4,6,5,5,3,5
5645x2275,5,2,3,4,4,8,5,4,4,5
5634x5331,4,4,6,3,4,6,5,5,3,5
5576x4124,8,2,8,4,6,10,4,9,8,9
5628x4930,4,4,6,3,4,6,5,5,3,5
5637x5160,4,4,6,3,4,6,5,5,3,5
5656x1674,5,2,3,4,3,4,4,4,4,4
5740x141,5,2,3,3,3,4,4,4,4,4
5684x3412,5,2,3,4,3,4,4,4,4,4
5651x6092,9,7,2,7,7,3,7,2,4,2
5690x6425,9,7,3,7,11,8,7,4,4,7
5696x5779,6,4,5,7,6,6,7,7,3,4
5702x3641,5,2,3,4,3,4,4,4,4,4
5722x5037,4,4,6,3,4,6,5,5,3,5
5763x5238,4,4,6,3,4,6,5,5,3,5
5731x1452,5,2,3,4,3,4,4,4,4,4
5709x2520,5,2,3,4,6,8,4,4,4,4
5722x4370,5,2,8,4,6,10,4,9,8,4
5699x900,5,2,3,4,3,4,4,4,4,4
5807x3991,8,9,8,9,11,10,7,9,9,9
5797x924,5,2,3,4,3,4,4,4,4,4
5788x2421,5,2,3,4,11,8,4,4,4,7
5800x5890,6,4,5,7,6,6,7,7,3,4
5821x5637,6,4,5,7,6,6,7,7,3,4
5797x521,5,2,3,4,3,4,4,4,4,4
5825x6038,6,4,5,7,6,8,7,7,3,4
5809x6336,9,7,3,7,11,8,7,7,4,7
5842x5771,6,4,5,7,6,6,7,7,3,4
5843x1342,5,2,3,4,3,4,4,4,4,4
5844x4147,8,9,8,9,11,10,7,9,8,9
5819x3298,5,2,3,4,3,4,4,4,4,4
5848x4403,4,4,6,3,6,10,4,5,3,5
5863x1554,5,2,3,4,3,4,4,4,4,4
5887x718,5,2,3,4,3,4,4,4,4,4
5894x4551,4,4,6,3,6,6,4,5,4,5
5916x2031,4,7,6,4,4,8,5,5,4,5
5934x1447,5,2,3,4,3,4,4,4,4,4
5937x2251,5,2,6,4,4,8,5,5,4,5
5913x2816,5,2,3,4,6,10,4,4,4,4
5937x3094,5,2,3,4,6,10,4,4,4,4
6004x5227,4,2,6,4,6,6,5,4,4,4
5983x4699,6,4,6,4,11,8,7,8,4,5
5976x5714,6,4,5,7,6,6,7,7,3,4
5981x1218,5,2,3,4,3,4,4,4,4,4
5999x1645,5,2,3,4,3,4,4,4,4,4
5987x6066,6,4,5,7,6,6,8,9,8,9
6025x2395,4,2,6,4,4,8,7,4,4,5
6028x4283,8,9,8,9,11,10,7,9,4,9
6046x1753,4,4,3,4,4,8,4,5,4,5
6062x5563,6,4,5,7,6,6,7,7,3,4
6041x6230,6,4,5,4,6,6,4,7,3,4
6060x2195,4,4,6,3,4,6,5,5,4,5
6098x3076,5,2,3,4,6,10,4,4,4,4
6093x5764,6,4,5,7,6,6,7,7,3,4
6090x646,5,2,3,4,6,10,4,4,4,4
6125x461,5,2,3,4,6,10,4,4,4,4
6114x5375,5,2,5,4,6,6,4,7,3,4
6127x3968,9,8,5,7,11,8,7,7,9,9
6139x4103,9,9,5,9,11,8,7,9,9,9
6114x3526,10,2,7,8,8,9,9,4,7,8
6156x6301,5,4,5,4,6,6,4,7,3,4
6166x1119,5,2,3,4,3,4,4,4,4,4
6158x2728,5,2,3,4,6,10,4,7,4,4
6238x3517,9,2,7,8,8,9,7,4,7,8
6236x1766,8,9,8,4,9,10,8,9,4,4
6222x3314,9,2,8,4,8,9,7,4,7,8
6213x4837,9,8,7,4,8,9,7,8,9,8
6229x3008,5,2,8,4,6,10,4,4,8,4
6233x4631,6,4,6,3,4,8,7,7,9,5
6233x3665,9,7,7,8,8,9,7,4,6,8
6259x5022,9,8,7,4,8,8,7,8,9,8
6272x2157,5,2,3,4,6,6,4,4,4,4
6249x6533,5,4,5,4,6,4,4,7,3,4
6283x3756,9,7,7,4,8,8,7,4,6,8
6264x4064,9,2,3,4,11,8,7,4,4,4
6285x2467,5,2,3,4,6,4,4,4,4,4
6311x4309,9,7,5,3,11,8,7,8,4,5
6301x5204,9,8,7,4,8,8,7,8,9,8
6307x2310,5,2,3,4,6,4,4,4,4,4
6346x3183,9,8,8,4,8,9,7,4,9,8
6373x762,5,2,8,4,6,10,4,4,8,4
6371x4731,9,8,7,4,8,9,7,8,9,8
6361x1674,8,9,8,9,9,10,8,9,8,9
6391x900,5,2,8,4,6,10,4,4,8,4
6411x623,8,2,8,4,6,10,4,4,8,4
6378x1501,8,9,8,9,9,10,8,9,8,9
6401x5086,9,8,7,4,8,9,7,8,9,8
6423x3344,9,8,7,8,8,9,2,2,6,8
6435x3831,9,2,7,4,8,8,7,4,6,8
6439x2636,5,2,3,4,6,10,4,4,4,4
6450x117,5,2,3,9,6,4,4,4,4,4
6469x2227,5,2,3,4,6,4,4,4,4,4
6450x3676,7,6,7,8,7,3,7,2,6,2
6475x5395,9,7,3,4,3,4,7,8,4,4
6501x1623,8,9,8,9,9,10,8,9,8,9
6509x2951,9,8,8,4,8,10,7,4,9,8
6512x3146,9,8,8,4,8,9,7,9,9,8
6546x3981,9,2,3,4,3,8,7,4,4,4
6520x4977,9,8,7,4,8,9,7,8,9,8
6552x6556,5,2,3,4,6,4,4,4,9,4
6574x2749,5,2,3,4,6,10,4,8,4,4
6575x4808,9,8,7,4,8,8,7,8,9,8
6576x1361,8,9,8,9,9,10,8,9,8,9
6584x3576,7,6,2,8,7,3,2,2,6,2
6617x5999,5,2,3,4,6,10,4,4,4,4
6604x5358,9,7,3,4,3,4,7,8,4,7
6616x5125,9,8,7,4,8,9,7,8,4,8
6609x2279,5,2,3,4,3,4,4,4,4,4
6642x4936,9,8,7,4,8,9,7,8,9,8
6642x1518,8,9,8,9,9,10,8,9,8,9
6667x688,8,9,8,4,9,10,8,9,8,9
6687x4142,9,7,3,4,3,8,7,4,4,4
6714x307,5,2,3,4,3,4,4,4,4,4
6716x3101,9,8,8,4,8,8,7,4,9,8
6712x999,8,9,8,9,9,10,8,9,8,9
6699x1722,8,9,8,4,9,4,8,9,4,9
6695x3510,7,6,2,6,7,3,2,2,6,2
6727x1151,8,9,8,9,9,10,8,9,8,9
6755x1963,5,2,3,4,3,4,4,4,4,4
6752x158,5,2,3,4,6,4,4,4,4,4
6764x4555,9,7,3,4,11,8,7,8,4,7
6768x5494,9,7,3,4,3,4,4,8,4,7
6771x6251,9,8,7,4,6,8,7,9,9,11
6789x771,8,9,8,9,9,10,8,9,8,9
6787x2109,5,2,3,4,3,4,4,4,4,4
6806x2756,5,2,3,4,6,10,4,8,4,4
6789x1406,8,9,8,9,9,10,8,9,8,9
6789x1259,8,9,8,9,9,10,8,9,8,9
6810x4013,9,7,3,4,3,8,7,4,4,4
6807x59,5,2,3,4,6,4,4,4,4,4
6824x4742,9,8,7,4,8,8,7,8,4,8
6836x6395,9,8,3,4,6,8,7,8,9,4
6850x992,8,9,8,9,9,10,8,9,8,9
6866x4229,9,7,3,4,4,8,7,4,4,4
6845x4876,9,7,7,4,8,8,7,8,4,8
6864x3224,9,6,2,4,7,4,7,2,6,2
6876x2153,5,2,3,4,3,4,7,4,4,4
6899x1850,5,2,3,4,3,4,4,4,4,4
6905x5721,9,7,3,4,3,4,7,8,4,7
6931x3426,7,6,2,6,7,3,2,2,6,2
6922x5068,9,7,3,4,3,8,7,8,4,7
6924x5254,9,7,3,4,3,4,7,8,4,7
6918x6545,9,8,3,4,6,8,7,8,9,4
6932x361,5,2,3,4,3,4,4,4,4,4
6945x2735,5,2,3,4,6,10,4,8,4,4
6961x4096,9,7,3,4,3,8,7,4,4,4
6964x2485,5,7,3,4,3,4,4,8,4,4
6972x1631,5,2,3,4,3,4,4,4,4,4
6991x5422,9,7,3,4,3,4,7,8,4,7
6982x980,8,9,8,9,9,10,8,9,8,9
7008x4554,9,7,3,4,11,8,7,8,4,7
7009x6175,9,8,7,10,10,8,7,9,9,11
7024x4770,9,7,3,4,11,8,7,8,4,7
7050x5272,5,7,3,4,3,4,4,8,4,4
7033x1292,9,9,8,9,9,4,8,9,8,9
7050x4897,9,7,3,4,11,8,7,8,4,7
7042x6403,9,8,7,4,10,8,7,9,9,11
