"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"49",7,7,7,7,7,7,7,7,7,7
"50",9,14,9,14,9,1,9,9,9,9
"51",9,14,9,14,9,1,9,9,9,9
"52",7,7,7,7,7,7,7,7,7,7
"53",8,8,8,8,8,8,8,8,8,8
"54",9,14,9,14,9,1,9,9,9,9
"55",5,5,5,5,5,5,5,5,5,5
"56",7,7,7,7,7,7,7,7,7,7
"57",7,7,7,7,7,7,7,7,7,7
"58",7,7,7,7,7,7,7,7,7,7
"59",7,7,7,7,7,7,7,7,7,7
"60",8,8,8,8,8,8,8,8,8,8
"61",2,2,2,2,2,2,2,2,2,2
"62",12,12,12,12,12,12,12,12,12,12
"63",7,14,7,10,9,7,7,7,7,7
"64",1,1,1,1,1,14,1,1,1,1
"65",7,7,7,10,7,7,7,7,7,7
"66",8,8,8,8,8,8,8,8,8,8
"67",9,14,9,14,9,1,9,9,9,9
"68",7,13,13,13,13,13,13,13,13,13
"69",7,7,7,7,7,7,7,7,7,7
"70",13,13,13,13,13,13,13,13,13,13
"71",7,7,7,7,7,7,7,7,7,7
"72",9,14,9,14,9,1,9,9,9,9
"73",12,12,12,12,12,12,17,4,4,4
"74",9,14,9,14,9,1,9,9,9,9
"75",13,13,13,13,13,13,13,13,13,13
"76",5,5,5,5,5,5,5,5,5,5
"77",8,8,8,8,8,8,8,8,8,8
"78",7,7,11,10,10,10,12,12,12,12
"79",10,10,10,11,14,11,11,10,10,16
"80",13,13,13,10,13,13,13,13,13,13
"81",13,13,13,13,13,13,13,13,13,13
"82",9,14,9,14,9,1,9,9,9,9
"83",7,7,7,7,7,7,7,7,7,7
"84",13,13,13,10,13,13,13,13,13,13
"85",10,10,10,11,14,11,11,10,10,16
"86",7,7,7,7,7,7,7,7,7,7
"87",7,7,7,7,7,7,7,7,7,7
"88",7,7,7,7,7,7,7,7,7,7
"89",7,7,7,7,7,7,7,7,7,7
"90",15,15,15,15,15,15,15,15,15,15
"91",10,10,10,11,14,11,11,10,10,16
"92",7,7,7,7,7,7,7,7,7,7
"93",7,7,7,7,7,7,7,7,7,7
"94",7,7,7,7,7,7,7,7,7,7
"95",7,7,7,7,7,7,7,7,7,7
"96",7,11,11,10,10,10,10,11,14,10
"97",7,7,7,7,7,7,7,7,7,7
"98",8,8,8,8,8,8,8,8,8,8
"99",12,12,12,12,12,12,12,12,12,12
"100",8,8,8,8,8,8,8,8,8,8
"101",9,14,9,14,9,1,9,9,9,9
"102",12,12,12,12,12,12,12,12,12,12
"103",13,13,13,10,13,13,13,13,13,13
"104",12,12,12,12,12,12,12,12,12,12
"105",7,7,7,7,7,7,7,7,7,7
"106",7,7,7,7,7,7,7,7,7,7
"107",7,7,7,7,7,7,7,7,7,7
"108",7,7,7,7,7,7,7,7,7,7
"109",12,12,12,12,12,10,12,12,12,12
"110",10,10,10,11,14,11,11,10,10,16
"111",13,13,13,13,13,13,13,13,13,13
"112",12,12,12,12,12,12,12,12,12,12
"113",7,7,7,7,7,7,7,7,7,7
"114",16,11,11,10,10,10,10,11,14,10
"115",7,7,7,7,7,7,7,7,7,7
"116",10,10,10,10,10,10,11,10,10,10
"117",7,7,7,7,7,7,7,7,7,7
"118",10,10,10,11,14,11,11,10,10,16
"119",2,2,2,2,2,2,2,2,2,2
"120",7,7,7,7,7,7,7,7,7,7
"121",17,17,17,17,17,4,4,17,17,17
"122",7,7,7,7,7,7,7,7,7,7
"123",16,11,11,10,10,10,10,11,14,10
"124",9,14,10,11,9,11,11,10,10,16
"125",7,7,7,7,7,7,7,7,7,7
"126",7,7,7,7,7,7,7,7,7,7
"127",7,7,7,7,7,7,7,7,7,7
"128",12,12,12,12,12,12,17,4,4,4
"129",7,7,7,10,7,7,7,7,7,7
"130",7,7,7,7,7,7,7,7,7,7
"131",17,17,17,17,17,4,4,17,17,17
"132",7,7,7,7,7,7,7,7,7,7
"133",18,18,18,9,18,18,18,14,18,18
"134",8,8,8,8,8,8,8,8,8,8
"135",7,7,7,7,7,7,7,7,7,7
"136",13,13,13,13,13,13,13,13,13,13
"137",13,13,11,10,10,10,12,12,12,12
"138",5,7,7,5,5,5,7,5,5,7
"139",3,3,3,3,3,3,3,3,3,3
"140",7,7,7,7,7,7,7,7,7,7
"141",7,7,7,7,7,7,7,7,7,7
"142",7,7,7,7,7,7,7,7,7,7
"143",8,8,8,8,8,8,8,8,8,8
"144",7,7,7,7,7,7,7,7,7,7
"145",16,11,11,10,10,10,10,11,14,10
"146",2,2,2,2,2,2,2,2,2,2
"147",7,7,7,7,7,7,7,7,7,7
"148",16,11,11,10,10,10,10,11,14,10
"149",8,8,8,8,8,8,8,8,8,8
"150",13,13,13,13,13,13,13,13,13,13
"151",7,7,7,7,7,7,7,7,7,7
"152",10,10,10,11,14,11,11,10,10,16
"153",12,12,12,12,12,12,17,4,4,4
"154",7,7,7,7,7,7,7,7,7,7
"155",13,11,11,13,10,10,13,11,13,13
"156",3,3,3,3,3,3,3,3,3,3
"157",7,7,7,7,7,7,7,7,7,7
"158",7,7,7,7,7,7,7,7,7,7
"159",1,1,9,11,1,1,1,1,1,16
"160",7,7,7,7,7,7,7,7,7,7
"161",12,12,12,12,12,12,12,12,12,12
"162",16,11,11,10,10,10,10,11,14,10
"163",7,7,7,7,7,7,7,7,7,7
"164",7,7,7,7,7,7,7,7,7,7
"165",9,14,9,14,9,1,9,9,9,9
"166",16,11,11,10,10,10,10,11,14,10
"167",16,11,11,10,10,10,10,11,14,10
"168",16,11,11,10,10,10,10,11,14,10
"169",17,17,17,17,17,4,4,17,17,17
"170",7,7,7,7,7,7,7,7,7,7
"171",8,8,8,8,8,8,8,8,8,8
"172",3,3,3,3,3,3,3,3,3,3
"173",3,3,3,3,3,3,3,3,3,3
"174",7,7,7,7,7,7,7,7,7,7
"175",10,10,10,11,14,11,11,10,10,16
"176",2,2,2,13,2,2,13,2,13,13
"177",16,11,11,10,10,10,10,11,14,10
"178",7,7,7,7,7,7,7,7,7,7
"179",12,12,12,12,12,12,12,12,12,12
"180",7,7,7,7,7,7,7,7,7,7
"181",16,11,11,10,10,10,10,11,14,10
"182",4,4,4,4,4,8,17,4,4,4
"183",2,2,2,2,2,2,2,2,2,2
"184",7,11,11,10,10,10,10,11,14,10
"185",5,5,5,5,5,5,5,5,5,5
"186",7,7,7,7,7,7,7,7,7,7
"187",5,5,5,5,5,5,5,5,5,5
"188",7,7,7,7,7,7,7,7,7,7
"189",16,11,11,16,10,10,10,11,14,10
"190",7,7,7,7,7,7,7,7,7,7
"191",10,10,10,11,14,11,11,10,10,16
"192",9,14,9,14,9,1,9,9,9,9
"193",17,17,17,17,17,4,4,17,17,17
"194",12,12,12,12,12,12,12,12,12,12
"195",10,10,10,11,14,11,11,10,10,16
"196",7,7,7,7,7,7,7,7,7,7
"197",7,7,7,7,7,7,7,7,7,7
"198",1,1,1,1,1,14,1,1,1,1
"199",9,14,9,14,9,1,9,9,9,9
"200",7,7,7,7,7,7,7,7,7,7
"201",17,17,17,17,17,4,4,17,17,17
"202",10,10,10,10,10,10,10,10,10,10
"203",10,10,10,11,14,11,11,10,10,16
"204",5,5,5,5,5,5,5,5,5,5
"205",3,3,3,3,3,3,3,3,3,3
"206",13,13,13,13,13,13,13,13,13,13
"207",10,10,10,11,14,11,11,10,10,16
"208",7,7,7,10,7,7,7,7,7,7
"209",17,17,17,17,17,4,4,17,17,17
"210",10,10,10,11,14,11,11,10,10,16
"211",12,12,12,12,12,12,17,4,4,4
"212",10,10,10,11,14,11,11,10,10,16
"213",16,16,16,16,16,16,16,16,16,11
"214",13,13,13,13,13,13,13,13,13,13
"215",11,9,14,18,11,17,19,18,11,19
"216",10,10,10,11,14,11,11,10,10,16
"217",7,10,10,11,14,11,11,10,10,16
"218",12,12,12,12,12,12,17,4,4,4
"219",14,19,19,19,19,19,14,19,19,14
"220",16,11,11,16,10,10,10,11,14,10
"221",17,17,17,17,17,4,4,17,17,17
"222",10,10,10,11,14,11,11,10,10,16
"223",2,2,2,2,2,2,2,2,2,2
"224",12,12,12,12,12,12,17,4,4,4
"225",12,12,12,12,12,12,12,12,12,12
"226",16,16,16,16,16,16,16,16,16,11
"227",5,5,5,5,5,5,5,5,5,5
"228",12,12,12,12,12,12,17,4,4,4
"229",9,14,9,14,9,1,9,9,9,9
"230",7,7,7,7,7,7,7,7,7,7
"231",13,13,13,13,13,13,13,13,13,13
"232",16,11,11,10,10,10,10,11,14,10
"233",8,8,8,8,8,8,8,8,8,8
"234",3,3,3,3,3,3,3,3,3,3
"235",13,13,13,10,13,13,13,13,13,13
"236",10,10,10,11,14,11,11,10,10,16
"237",12,12,12,12,12,17,17,4,4,4
"238",13,13,13,13,13,13,13,13,13,13
"239",10,10,10,11,14,11,11,10,10,16
"240",8,8,8,8,8,8,8,8,8,8
"241",3,3,3,3,3,3,3,3,3,3
"242",11,9,14,18,11,17,19,18,11,19
"243",4,4,4,4,4,12,17,4,4,4
"244",1,1,1,1,1,14,1,1,1,12
"245",13,13,13,13,13,13,13,13,13,13
"246",13,11,11,10,10,10,10,11,14,10
"247",2,2,2,2,2,2,2,2,2,2
"248",3,11,11,3,10,3,3,3,3,3
"249",12,12,12,12,12,12,12,12,12,12
"250",4,4,4,4,4,4,4,17,17,17
"251",16,11,11,10,10,10,10,11,14,10
"252",16,11,11,12,10,10,12,12,12,12
"253",17,17,17,17,17,4,4,17,17,17
"254",12,12,12,12,12,12,12,12,12,12
"255",13,13,13,10,13,13,13,13,13,13
"256",9,14,9,14,9,1,9,9,9,9
"257",12,12,12,12,12,12,12,12,12,12
"258",10,10,10,11,14,11,11,10,10,16
"259",5,5,5,5,5,5,5,5,5,5
"260",16,11,11,10,10,10,10,11,14,10
"261",4,4,4,4,4,12,17,4,4,4
"262",16,16,16,16,16,16,16,16,16,11
"263",16,11,11,10,10,10,10,11,14,10
"264",9,14,9,14,9,1,9,9,6,9
"265",8,8,8,8,8,8,8,8,8,8
"266",12,12,12,12,12,12,17,12,4,4
"267",13,13,13,13,13,13,13,13,13,13
"268",12,12,12,12,12,12,12,12,12,12
"269",9,14,11,10,10,10,10,9,14,10
"270",16,11,11,10,10,10,10,11,14,10
"271",16,16,16,16,16,16,16,16,16,11
"272",3,3,3,3,3,3,3,3,3,3
"273",10,10,10,10,10,10,11,10,10,10
"274",3,3,3,3,3,3,3,3,3,3
"275",10,16,16,11,16,16,16,16,16,11
"276",3,3,3,3,3,3,3,3,3,3
"277",4,4,4,4,4,4,17,4,4,4
"278",8,8,8,8,8,8,8,8,8,8
"279",9,14,9,14,9,1,9,9,9,9
"280",16,16,16,16,16,16,12,12,12,12
"281",2,2,2,2,2,2,2,2,2,2
"282",8,8,8,8,8,8,8,8,8,8
"283",13,13,13,13,13,13,13,13,13,13
"284",13,13,13,13,13,13,13,13,13,13
"285",16,16,16,16,16,16,16,16,16,11
"286",8,8,8,8,8,8,8,8,8,8
"287",8,8,8,8,8,8,8,8,8,8
"288",13,16,16,16,16,16,16,16,16,11
"289",12,12,12,12,12,12,12,12,12,12
"290",13,13,13,13,13,13,13,13,13,13
"291",16,16,16,16,16,16,16,16,16,11
"292",5,5,5,5,5,5,5,5,5,5
"293",10,10,10,11,14,11,11,10,10,16
"294",13,13,13,13,13,13,13,13,13,13
"295",1,1,1,1,1,14,1,1,1,1
"296",16,16,16,16,16,16,16,16,16,11
"297",4,4,4,4,4,4,17,4,4,4
"298",2,2,2,2,2,2,2,2,2,2
"299",10,10,10,12,14,11,12,12,12,12
"300",12,12,12,12,12,12,17,4,4,4
"301",9,14,9,14,9,1,9,9,9,9
"302",10,10,10,11,14,11,11,10,10,16
"303",16,16,16,16,16,16,16,16,16,11
"304",12,12,12,12,12,12,12,12,12,12
"305",12,12,12,12,12,12,12,12,12,12
"306",12,12,12,12,12,12,17,4,4,4
"307",12,12,12,12,12,12,12,12,12,12
"308",17,17,17,17,17,4,4,17,17,17
"309",17,17,17,17,17,4,4,17,17,17
"310",5,5,5,5,5,5,5,5,5,5
"311",5,5,5,5,5,5,5,5,5,5
"312",16,11,11,16,16,10,10,11,14,11
"313",2,2,2,2,2,2,2,2,2,2
"314",15,15,15,15,15,15,15,15,15,15
"315",8,8,8,8,8,8,8,8,8,8
"316",10,16,16,11,16,16,16,16,16,16
"317",2,2,2,2,2,2,2,2,2,2
"318",10,10,10,11,14,11,11,10,10,16
"319",8,8,8,8,8,8,8,8,8,8
"320",12,12,12,12,12,12,12,12,12,12
"321",13,16,16,13,16,16,16,16,16,11
"322",12,12,12,12,12,12,17,4,4,4
"323",10,16,16,11,16,16,16,16,16,11
"324",12,12,12,12,12,12,12,12,12,12
"325",13,13,13,13,13,13,13,13,13,13
"326",8,8,8,8,8,8,8,8,8,8
"327",12,12,12,12,12,17,17,4,4,4
"328",13,16,16,13,16,16,16,16,16,11
"329",9,14,16,14,9,6,6,6,6,11
"330",10,16,16,11,16,16,16,16,16,11
"331",12,12,12,12,12,12,12,12,12,12
"332",2,5,5,2,2,2,2,2,2,2
"333",9,14,9,14,9,1,9,9,9,9
"334",17,17,17,17,17,4,4,17,17,17
"335",16,11,11,10,10,10,10,11,14,10
"336",8,8,8,8,8,14,8,8,8,8
"337",16,16,16,16,16,16,16,16,16,11
"338",13,13,13,13,13,13,13,13,13,13
"339",16,11,11,10,10,10,10,11,14,10
"340",12,12,12,12,12,12,12,12,12,12
"341",16,16,16,16,16,16,16,16,16,11
"342",4,4,4,4,4,4,17,4,4,4
"343",17,17,17,17,17,4,4,17,17,17
"344",15,16,16,16,16,16,16,16,16,11
"345",5,5,5,5,5,5,5,5,5,5
"346",10,10,10,11,14,11,11,10,10,16
"347",10,10,10,11,14,11,11,10,10,10
"348",16,16,16,16,16,16,16,16,16,11
"349",8,8,8,8,8,8,8,8,8,8
"350",15,16,16,16,16,16,16,15,15,11
"351",16,16,16,16,16,16,16,16,16,11
"352",13,11,11,13,13,10,10,11,14,10
"353",10,16,16,11,16,16,16,16,16,11
"354",11,9,14,18,11,17,19,18,11,19
"355",11,9,14,18,11,17,19,18,11,19
"356",8,8,8,8,8,8,8,8,8,8
"357",3,3,3,3,3,3,3,3,3,3
"358",18,18,18,9,18,18,18,14,18,18
"359",3,1,1,1,1,14,1,1,1,1
"360",10,10,10,11,14,11,11,10,10,16
"361",10,10,10,11,14,11,11,10,10,16
"362",3,3,3,3,3,3,3,3,3,3
"363",18,18,18,9,18,18,18,14,18,18
"364",4,4,4,4,4,4,4,17,17,17
"365",10,10,10,11,14,11,11,10,10,16
"366",18,18,18,9,18,18,18,14,11,18
"367",1,1,9,14,1,1,9,9,9,9
"368",16,11,16,16,16,16,10,11,16,11
"369",8,8,8,8,8,8,8,8,8,8
"370",12,16,16,12,12,16,12,12,12,12
"371",12,12,12,12,12,12,17,4,4,4
"372",2,2,2,2,2,2,2,2,2,2
"373",13,13,13,13,13,13,13,13,13,13
"374",9,14,9,14,9,1,9,9,9,9
"375",16,16,16,16,16,16,16,16,16,11
"376",12,12,12,12,12,12,17,4,4,4
"377",16,11,11,10,10,10,10,11,14,10
"378",10,10,10,11,14,11,11,10,10,16
"379",16,11,16,16,16,16,10,11,14,11
"380",3,3,3,3,3,3,3,3,3,3
"381",16,16,16,16,16,16,12,12,12,12
"382",16,16,16,16,16,16,16,16,16,11
"383",2,2,2,2,2,2,2,2,2,2
"384",16,16,16,16,16,16,16,16,16,11
"385",2,2,2,2,2,2,2,2,2,2
"386",1,1,1,1,1,14,1,1,1,1
"387",4,4,4,4,4,12,17,4,4,4
"388",8,8,8,8,8,8,8,8,8,8
"389",13,16,16,13,16,16,16,16,16,11
"390",10,10,10,11,14,11,11,16,10,16
"391",16,16,16,16,16,16,16,16,16,11
"392",4,17,17,17,17,4,4,17,17,17
"393",16,16,16,16,16,16,16,16,16,11
"394",3,3,3,3,3,3,3,3,3,3
"395",3,3,3,3,3,3,3,3,3,3
"396",13,13,13,10,13,13,13,13,13,13
"397",1,1,1,1,1,14,1,1,1,1
"398",4,4,4,4,4,12,12,4,12,12
"399",12,12,12,12,12,12,17,4,4,4
"400",12,12,12,12,12,12,17,12,4,4
"401",16,16,16,16,16,16,16,16,16,11
"402",16,11,16,16,16,16,10,11,14,11
"403",10,10,10,11,14,11,12,12,12,12
"404",13,13,13,13,13,13,13,13,13,13
"405",8,8,8,8,8,8,8,8,8,8
"406",8,8,8,8,8,8,8,8,8,8
"407",18,18,9,9,18,1,9,14,9,18
"408",12,12,12,12,12,12,12,12,12,12
"409",3,3,3,3,3,3,3,3,3,3
"410",12,12,12,12,12,12,12,12,12,12
"411",5,5,5,5,5,5,5,5,5,5
"412",16,16,16,16,16,16,16,16,16,11
"413",2,2,2,2,2,2,2,2,2,2
"414",16,16,16,16,16,16,16,16,16,11
"415",18,18,18,9,18,18,18,14,18,18
"416",14,19,19,19,19,19,14,19,19,14
"417",10,16,10,11,14,16,16,16,16,16
"418",18,18,18,11,18,18,18,14,18,16
"419",8,8,8,8,8,8,8,8,8,8
"420",5,11,11,10,10,10,10,11,14,10
"421",19,18,18,19,18,9,18,14,19,18
"422",13,16,16,13,16,16,16,16,16,11
"423",4,4,4,4,4,4,4,17,17,17
"424",12,12,12,12,12,12,12,12,12,12
"425",13,13,13,13,13,13,13,13,13,13
"426",13,13,13,13,13,13,13,13,13,13
"427",10,10,10,11,14,11,11,10,10,16
"428",14,19,19,19,19,19,14,19,19,14
"429",12,12,12,12,12,12,17,4,4,4
"430",17,17,17,17,17,4,4,17,17,17
"431",8,8,8,8,8,8,8,8,8,8
"432",10,10,10,11,14,11,11,10,10,16
"433",6,6,6,6,6,6,6,6,6,6
"434",14,18,18,9,18,19,14,19,18,14
"435",12,12,12,12,12,12,12,12,12,12
"436",2,2,2,2,2,2,2,2,2,2
"437",4,4,4,4,4,4,4,17,17,17
"438",13,14,11,10,13,10,13,13,13,13
"439",16,16,16,16,16,16,16,16,16,11
"440",17,17,17,17,17,4,4,17,17,17
"441",13,16,13,13,13,13,16,16,16,13
"442",11,9,14,4,11,17,17,4,4,4
"443",12,12,12,12,12,17,12,12,12,12
"444",10,11,11,10,10,10,12,12,12,12
"445",3,3,3,3,3,3,3,3,3,3
"446",15,15,15,15,15,15,15,15,15,15
"447",12,12,12,12,12,13,12,12,12,12
"448",16,16,16,16,16,16,16,16,16,11
"449",17,17,17,17,17,4,4,17,17,17
"450",11,9,14,18,11,9,19,18,11,19
"451",16,16,16,16,16,16,16,16,16,11
"452",16,16,16,16,16,16,16,11,16,11
"453",4,4,4,4,4,17,17,4,4,4
"454",5,14,5,5,5,5,5,5,5,5
"455",17,17,17,17,17,4,4,17,17,17
"456",2,2,2,2,2,2,2,2,2,2
"457",10,10,10,11,14,11,12,10,12,12
"458",12,12,12,12,12,12,17,4,4,4
"459",16,11,11,10,10,10,10,11,14,10
"460",12,12,12,12,12,12,17,4,4,4
"461",12,12,12,12,12,12,12,12,12,12
"462",12,12,12,12,12,12,17,4,4,4
"463",3,3,3,3,3,3,3,3,3,3
"464",16,11,16,16,16,16,16,11,16,11
"465",16,16,16,16,16,16,12,12,12,12
"466",10,10,10,11,14,11,11,10,10,16
"467",14,19,19,19,19,19,14,19,19,14
"468",13,13,13,13,13,13,13,13,13,13
"469",12,12,12,12,12,12,17,4,4,4
"470",16,11,11,16,10,10,10,11,14,10
"471",2,2,2,2,2,2,2,2,2,2
"472",8,8,8,8,8,8,8,8,8,8
"473",3,3,3,3,3,3,3,3,3,3
"474",13,13,13,13,13,13,13,13,13,13
"475",4,4,4,4,4,12,17,4,4,4
"476",12,12,12,12,12,12,12,12,12,12
"477",2,2,2,2,2,2,12,12,12,12
"478",4,4,4,4,4,4,17,4,4,4
"479",9,14,9,14,9,1,9,9,9,9
"480",10,10,10,11,14,11,11,10,10,16
"481",16,11,16,16,16,16,10,11,14,11
"482",11,9,3,18,11,3,12,12,12,12
"483",3,11,11,10,10,10,10,11,14,10
"484",2,2,2,2,1,2,2,2,2,2
"485",18,9,14,18,11,18,19,18,11,19
"486",16,11,11,16,10,10,10,11,14,10
"487",12,12,12,12,12,12,17,4,4,4
"488",12,12,12,12,12,12,12,12,12,12
"489",5,5,5,5,5,5,5,5,5,5
"490",17,17,17,17,17,4,4,17,17,17
"491",8,8,8,8,8,8,8,8,8,8
"492",18,18,18,9,18,18,18,14,18,18
"493",3,3,3,3,3,3,3,3,3,3
"494",17,17,17,17,17,4,4,17,17,17
"495",16,16,16,16,16,16,16,16,16,11
"496",18,18,10,11,18,18,18,10,10,18
"497",8,8,8,8,8,8,8,8,8,8
"498",17,17,17,17,12,12,4,17,17,17
"499",12,12,12,12,12,12,12,12,12,12
"500",10,10,10,11,14,11,11,10,10,16
"501",4,4,4,4,4,12,17,4,4,4
"502",13,16,16,16,16,16,16,16,16,11
"503",4,4,4,4,4,8,17,4,4,4
"504",11,9,14,18,11,19,19,18,11,19
"505",9,14,9,14,9,1,9,9,9,9
"506",8,8,8,8,8,8,8,8,8,8
"507",17,17,17,17,17,4,4,17,17,17
"508",16,11,11,10,10,10,12,11,12,12
"509",4,4,4,4,4,4,17,4,4,4
"510",17,17,17,17,17,4,4,17,17,17
"511",4,4,4,4,4,4,4,4,17,17
"512",16,11,11,10,10,10,10,11,14,10
"513",16,16,16,16,16,16,16,16,16,11
"514",2,2,2,2,2,2,2,2,2,2
"515",18,18,18,9,18,18,18,14,18,18
"516",19,19,19,19,19,9,19,18,11,19
"517",19,18,18,19,19,9,18,19,19,18
"518",11,9,14,18,11,17,19,18,11,19
"519",12,12,12,12,12,12,12,12,12,12
"520",12,12,12,12,12,13,12,12,12,12
"521",4,17,17,17,17,4,4,17,17,17
"522",16,16,16,16,16,16,16,16,16,11
"523",3,3,3,3,3,3,3,3,3,3
"524",4,4,4,4,4,12,17,4,4,4
"525",17,17,17,17,17,4,4,17,17,17
"526",13,5,13,13,13,13,13,13,13,13
"527",4,4,4,4,4,12,12,12,12,12
"528",5,5,5,5,5,5,5,5,5,5
"529",2,2,2,2,2,2,2,2,2,2
"530",16,5,16,16,16,16,16,16,16,11
"531",16,11,16,16,16,16,12,12,12,12
"532",19,19,19,19,19,9,14,19,19,14
"533",3,3,3,3,3,3,3,3,3,3
"534",12,12,12,12,12,12,12,12,12,12
"535",3,3,3,3,3,3,3,3,3,3
"536",4,4,4,4,4,4,4,17,17,17
"537",13,16,16,16,16,16,16,16,16,11
"538",3,3,3,3,3,3,3,3,3,3
"539",3,3,3,3,3,3,3,3,3,3
"540",2,2,2,2,2,2,2,2,2,2
"541",19,19,19,19,19,9,14,19,19,14
"542",15,14,15,15,15,15,15,15,15,15
"543",3,3,19,19,3,9,14,19,19,14
"544",10,10,10,11,14,11,11,10,10,16
"545",19,19,19,19,19,9,14,19,19,14
"546",19,19,19,18,19,9,19,18,11,19
"547",19,18,18,9,18,18,18,14,18,18
"548",8,8,8,8,8,8,8,8,8,8
"549",11,9,14,18,11,17,19,18,11,19
"550",3,3,3,3,3,3,3,3,3,3
"551",19,19,19,19,19,9,14,19,19,14
"552",8,8,8,8,8,8,8,8,8,8
"553",3,3,3,3,3,3,3,3,3,3
"554",12,12,12,12,12,12,12,12,12,12
"555",17,17,17,17,17,4,4,17,17,17
"556",13,13,13,13,13,13,13,13,13,13
"557",5,9,5,12,5,5,12,12,12,12
"558",8,8,8,8,8,8,8,8,8,8
"559",12,12,12,12,12,12,17,4,4,4
"560",12,12,12,12,12,12,12,12,12,12
"561",8,8,8,8,8,8,8,8,8,8
"562",12,12,12,12,12,12,17,4,4,4
"563",12,12,12,12,12,12,17,4,4,4
"564",8,8,8,8,8,8,8,8,8,8
"565",17,17,17,17,17,4,4,17,17,17
"566",17,17,17,17,17,4,4,17,17,17
"567",18,18,18,9,18,18,18,14,18,18
"568",12,12,12,12,12,12,17,4,4,4
"569",8,8,8,8,8,8,8,8,8,8
"570",12,12,12,12,12,12,12,12,12,12
"571",9,14,9,14,9,1,9,9,9,9
"572",3,3,3,3,3,3,3,3,3,3
"573",1,1,1,1,1,14,1,1,1,1
"574",12,12,12,12,12,12,12,12,12,12
"575",17,17,17,17,17,4,4,17,17,17
"576",10,10,10,11,14,11,11,10,10,16
"577",11,9,14,18,11,17,19,18,11,19
"578",4,4,4,4,4,12,17,4,4,4
"579",3,3,3,3,3,3,3,3,3,3
"580",16,16,16,16,16,16,16,16,16,11
"581",19,19,19,19,19,9,19,19,19,14
"582",8,8,8,8,8,8,8,8,8,8
"583",14,19,19,19,19,19,14,19,19,14
"584",3,3,3,3,3,3,3,3,3,3
"585",8,8,8,8,8,8,8,8,8,8
"586",12,12,12,12,12,12,12,12,12,12
"587",2,2,2,2,2,2,2,2,2,2
"588",11,9,14,18,11,9,19,18,11,19
"589",9,14,9,14,9,1,9,9,9,9
"590",10,10,10,11,14,11,11,10,10,16
"591",19,18,19,9,18,9,18,14,18,18
"592",18,18,18,9,18,18,18,14,18,18
"593",11,9,14,18,11,17,19,18,11,19
"594",13,13,13,13,13,13,12,12,12,12
"595",11,9,14,12,11,12,12,12,12,12
"596",8,8,8,8,8,8,8,8,8,8
"597",10,10,10,11,14,11,11,10,10,16
"598",8,8,8,8,8,8,8,8,8,8
"599",4,4,4,4,4,17,17,4,4,4
"600",3,3,3,3,3,3,3,3,3,3
