"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"102",2,2,2,2,4,4,5,6,2,6
"103",13,13,13,13,13,13,13,13,13,13
"104",15,15,15,15,15,15,14,15,6,15
"105",6,5,2,5,2,2,6,2,5,2
"106",9,9,6,9,9,9,9,9,9,9
"107",12,12,12,12,12,12,12,12,12,12
"108",13,13,13,13,13,13,13,13,13,13
"109",17,17,17,17,17,17,17,17,17,17
"110",12,12,12,12,12,12,12,12,12,12
"111",1,1,1,1,6,6,1,1,1,1
"112",2,2,4,2,4,4,5,6,2,6
"113",15,15,15,15,15,15,15,15,15,15
"114",12,12,12,12,12,12,12,12,12,12
"115",13,13,13,13,13,13,13,13,13,13
"116",6,5,2,5,2,4,6,2,5,2
"117",13,13,13,13,13,13,13,13,13,13
"118",4,1,1,4,1,1,1,4,4,4
"119",14,17,14,14,14,14,14,14,6,14
"120",10,10,10,10,10,10,10,10,10,10
"121",14,14,14,14,14,14,14,14,6,14
"122",2,4,4,2,4,4,4,6,2,6
"123",14,14,14,14,14,14,14,14,6,14
"124",13,13,13,13,13,13,13,13,13,13
"125",13,13,13,13,13,13,13,13,13,13
"126",15,15,15,14,15,15,15,14,15,14
"127",6,5,2,5,2,4,6,2,5,2
"128",13,13,13,13,13,13,13,13,13,13
"129",15,15,15,15,15,15,15,15,15,15
"130",15,15,15,15,15,15,15,15,15,15
"131",12,12,12,12,12,12,12,12,12,12
"132",14,14,14,14,14,14,14,14,6,14
"133",7,7,7,7,7,7,7,7,7,7
"134",2,2,2,2,4,4,5,6,2,6
"135",6,7,7,8,8,2,7,5,5,8
"136",13,13,13,13,13,13,13,13,13,13
"137",6,5,2,5,2,2,7,2,5,2
"138",13,13,13,13,13,13,13,13,13,13
"139",13,13,13,13,13,13,13,13,13,13
"140",15,15,15,15,15,15,14,15,15,15
"141",12,12,12,12,12,12,12,12,12,12
"142",7,7,7,7,7,7,7,7,7,7
"143",13,13,13,13,13,13,13,13,13,13
"144",13,13,13,13,13,13,13,13,13,13
"145",13,13,13,13,13,13,13,13,13,13
"146",9,9,6,9,9,9,9,9,9,9
"147",13,13,13,13,13,13,13,13,13,13
"148",13,13,13,13,13,13,13,13,13,13
"149",13,13,13,13,13,13,13,13,13,13
"150",13,13,13,13,13,13,13,13,13,13
"151",13,13,13,13,13,13,13,13,13,13
"152",10,10,10,10,10,10,10,10,10,10
"153",9,13,13,13,13,13,9,13,9,9
"154",10,10,10,10,10,10,10,10,10,10
"155",13,13,13,13,13,13,13,13,13,13
"156",11,11,11,11,11,11,11,11,11,11
"157",12,12,12,12,12,12,12,12,12,12
"158",7,4,4,7,7,7,4,7,7,7
"159",13,13,13,13,13,13,13,13,13,13
"160",10,10,10,10,10,10,10,10,10,10
"161",13,13,13,13,13,13,13,13,13,13
"162",13,13,13,13,13,13,13,13,13,13
"163",15,15,15,15,15,15,15,15,17,15
"164",13,13,13,13,13,13,13,13,13,13
"165",1,1,1,1,6,6,1,1,1,1
"166",13,13,13,13,13,13,13,13,13,13
"167",9,9,6,9,9,9,9,9,9,9
"168",15,15,15,15,15,15,15,15,15,15
"169",13,13,13,13,13,13,13,13,13,13
"170",13,13,13,13,13,13,13,13,13,13
"171",7,7,7,7,7,2,7,7,7,7
"172",13,13,13,13,13,13,13,13,13,13
"173",13,13,13,13,13,13,13,13,13,13
"174",9,9,6,9,9,9,9,9,9,9
"175",2,2,2,5,2,4,5,2,2,2
"176",2,2,2,2,4,4,5,6,2,6
"177",13,13,13,13,13,13,13,13,13,13
"178",15,15,15,15,15,15,15,15,15,15
"179",11,11,11,11,11,11,11,11,11,11
"180",6,5,2,5,2,4,6,2,5,2
"181",13,13,13,13,13,13,13,13,13,13
"182",13,13,13,13,13,13,13,13,13,13
"183",13,13,13,13,13,13,13,13,13,13
"184",17,17,17,17,17,17,17,17,17,17
"185",13,13,13,13,13,13,13,13,13,13
"186",13,13,13,13,13,13,13,13,13,13
"187",13,13,13,13,13,13,13,13,13,13
"188",16,16,16,16,16,16,16,16,16,16
"189",15,15,15,15,15,15,15,15,15,15
"190",13,13,13,13,13,13,13,13,13,13
"191",15,15,15,15,15,15,15,15,15,15
"192",9,9,6,9,9,9,9,9,9,9
"193",12,12,12,12,12,12,12,12,12,12
"194",13,13,13,13,13,13,13,13,13,13
"195",14,14,14,14,14,14,14,14,6,14
"196",6,5,2,5,2,2,6,2,5,2
"197",13,13,13,13,13,13,13,13,13,13
"198",2,4,4,2,4,4,4,6,2,6
"199",14,14,14,14,14,14,14,14,6,14
"200",15,15,15,15,15,15,15,15,15,15
"201",13,13,13,13,13,13,13,13,13,13
"202",9,9,6,9,9,9,9,9,9,9
"203",13,13,13,13,13,13,13,13,13,13
"204",15,15,15,15,15,15,2,15,14,15
"205",15,15,15,15,15,15,15,15,15,15
"206",13,13,13,13,13,13,13,13,13,13
"207",1,1,1,1,6,6,1,1,1,1
"208",6,5,2,5,2,2,6,2,5,2
"209",4,1,1,4,1,1,1,4,4,4
"210",13,13,13,13,13,13,13,13,13,13
"211",13,13,13,13,13,13,13,13,13,13
"212",13,13,15,13,13,13,15,13,13,13
"213",2,4,4,2,4,4,4,6,2,6
"214",14,14,14,14,14,14,14,14,6,14
"215",13,13,13,13,13,13,13,13,13,13
"216",1,1,1,1,6,6,1,1,1,1
"217",13,13,13,13,13,13,13,13,13,13
"218",17,17,17,17,17,17,17,17,17,17
"219",13,13,13,13,13,13,9,13,13,13
"220",14,14,14,14,14,14,14,14,6,14
"221",4,1,1,4,1,1,1,4,4,4
"222",15,15,15,15,15,15,15,15,15,15
"223",10,10,10,10,10,10,10,10,10,10
"224",10,10,10,10,10,10,10,10,10,10
"225",9,9,13,9,9,9,9,9,9,9
"226",12,12,12,12,12,12,12,12,12,12
"227",15,15,15,15,15,15,15,15,15,15
"228",2,2,2,2,4,4,5,6,2,6
"229",13,13,13,13,13,13,13,13,13,13
"230",13,13,13,13,13,13,13,13,13,13
"231",15,15,15,15,15,15,15,15,15,15
"232",14,14,14,14,14,14,14,14,6,14
"233",15,15,15,15,15,15,15,15,15,15
"234",10,10,6,10,10,10,9,10,9,10
"235",15,15,15,15,15,15,15,15,15,15
"236",15,15,15,15,15,15,15,15,15,15
"237",14,14,14,14,14,14,14,14,6,14
"238",15,15,15,15,15,15,15,15,15,15
"239",2,4,4,2,4,4,5,6,2,6
"240",17,17,17,17,17,17,17,17,17,17
"241",15,15,15,15,15,15,15,15,15,15
"242",7,4,4,7,7,7,7,7,7,7
"243",12,12,12,12,12,12,12,12,12,12
"244",17,17,17,17,17,17,2,17,6,17
"245",15,15,15,15,15,15,15,15,15,15
"246",10,10,10,13,10,10,10,10,10,10
"247",14,14,14,14,14,14,2,14,14,14
"248",1,1,1,1,6,6,1,1,1,1
"249",8,8,8,8,8,8,8,8,8,8
"250",15,15,15,15,15,15,15,15,15,15
"251",13,13,13,13,13,13,13,13,13,13
"252",1,1,1,4,1,1,1,4,4,4
"253",14,14,14,14,14,14,14,14,6,14
"254",10,10,10,10,10,10,10,10,10,10
"255",15,15,15,15,15,15,15,15,15,15
"256",13,13,13,13,13,13,13,13,13,13
"257",12,12,12,12,12,12,12,12,12,12
"258",1,1,1,1,6,6,1,1,1,1
"259",8,8,8,8,8,8,8,8,8,8
"260",10,10,10,10,10,10,10,10,10,10
"261",15,15,15,15,15,15,15,15,15,15
"262",6,5,2,5,2,4,6,2,5,2
"263",5,6,5,6,8,8,8,8,8,5
"264",2,2,2,2,2,4,5,2,2,6
"265",14,14,14,14,14,14,14,14,6,14
"266",15,15,15,15,15,15,15,15,15,15
"267",2,2,2,2,4,4,5,6,2,6
"268",1,1,1,1,6,6,1,1,1,1
"269",15,15,2,15,15,15,15,2,15,15
"270",9,9,6,9,9,9,9,9,9,9
"271",15,15,15,15,15,15,15,15,15,15
"272",15,15,15,15,15,15,15,15,15,15
"273",17,17,17,17,17,17,17,17,17,17
"274",15,15,15,15,15,15,15,15,15,15
"275",6,5,2,5,2,6,6,2,5,2
"276",10,10,10,10,10,10,10,10,10,10
"277",1,1,1,1,6,6,1,1,1,1
"278",17,17,17,14,17,17,17,17,17,17
"279",14,14,14,14,14,14,14,14,14,14
"280",15,15,15,15,6,6,2,15,14,15
"281",15,15,15,15,15,15,15,15,15,15
"282",8,8,8,8,8,8,8,8,8,15
"283",14,14,14,14,14,14,14,14,6,14
"284",15,15,15,15,15,15,15,15,15,15
"285",10,10,10,10,10,10,10,10,10,10
"286",14,14,14,14,15,14,2,14,14,14
"287",15,15,15,15,15,15,15,15,15,15
"288",6,5,2,5,2,4,6,2,5,2
"289",14,14,14,15,15,15,2,14,14,14
"290",17,17,17,17,17,17,2,17,14,17
"291",14,14,14,14,14,14,14,14,6,14
"292",15,15,15,15,15,15,15,15,15,15
"293",2,2,1,2,4,6,5,6,2,6
"294",8,8,8,8,8,8,8,8,8,8
"295",11,11,11,11,11,11,11,11,11,11
"296",15,15,15,15,15,15,2,15,14,15
"297",8,8,8,8,8,8,8,8,8,8
"298",1,1,1,4,1,1,1,4,4,1
"299",15,15,15,15,15,15,15,15,15,15
"300",15,15,15,15,15,15,15,15,15,15
"301",11,11,9,11,11,11,11,11,11,11
"302",8,8,8,8,8,8,8,8,8,8
"303",14,14,14,14,14,14,2,14,14,14
"304",15,15,15,15,15,15,15,15,15,15
"305",9,9,6,9,9,9,9,9,9,9
"306",6,5,7,5,2,2,6,2,5,2
"307",10,10,10,10,10,10,10,10,10,10
"308",12,12,12,12,12,12,12,12,12,12
"309",10,10,10,10,10,10,10,10,10,10
"310",14,14,14,14,14,14,14,14,6,14
"311",2,2,2,2,4,4,5,6,2,6
"312",1,1,1,1,6,6,1,1,1,1
"313",17,17,17,17,17,17,17,17,17,17
"314",8,8,8,8,8,8,8,8,8,8
"315",14,14,14,14,14,14,14,14,6,14
"316",5,6,5,6,6,6,1,5,1,5
"317",14,14,14,14,14,14,14,14,6,14
"318",10,10,10,10,10,10,10,10,10,10
"319",14,14,14,14,14,14,14,14,6,14
"320",11,11,11,11,11,11,11,11,11,11
"321",17,17,17,17,17,17,17,17,17,17
"322",1,1,1,1,6,6,1,1,1,1
"323",2,2,4,2,4,4,5,6,2,6
"324",8,8,8,8,8,8,8,8,8,8
"325",14,14,14,14,14,14,14,14,6,14
"326",8,8,8,8,8,8,8,8,8,8
"327",14,14,14,14,14,14,14,14,6,14
"328",10,10,10,10,10,10,10,10,10,10
"329",16,16,16,16,16,16,16,16,16,16
"330",17,17,17,17,17,17,17,17,17,17
"331",17,17,17,17,17,17,2,17,14,17
"332",14,14,14,14,14,14,14,14,6,14
"333",10,10,10,10,10,10,10,10,10,10
"334",8,8,8,8,8,8,8,8,8,8
"335",14,14,14,14,14,14,14,14,6,14
"336",10,7,7,10,10,2,7,10,5,10
"337",8,8,8,8,8,8,8,8,8,8
"338",17,17,17,17,17,17,17,17,17,17
"339",9,9,6,9,9,9,9,9,9,9
"340",8,8,8,8,8,8,8,8,8,8
"341",17,17,17,17,17,17,17,17,17,17
"342",9,9,6,9,9,9,9,9,9,9
"343",10,10,10,10,10,10,10,10,10,10
"344",17,17,17,17,17,17,17,17,17,17
"345",9,9,6,9,9,9,9,9,9,9
"346",17,17,17,17,17,17,17,17,17,17
"347",9,9,6,9,9,9,9,9,9,9
"348",17,17,17,17,17,17,17,17,17,17
"349",14,14,14,14,14,14,14,14,6,14
"350",8,8,8,8,8,8,8,8,8,8
"351",8,8,8,8,8,8,8,8,8,8
"352",9,9,6,9,9,9,9,9,9,9
"353",17,17,17,17,17,17,17,17,17,17
"354",17,17,17,17,17,17,17,17,17,17
"355",9,9,6,9,9,9,9,9,9,9
"356",10,10,10,10,10,10,10,10,10,10
"357",15,15,15,15,15,15,15,15,15,15
"358",2,2,2,2,4,4,5,6,2,6
"359",1,1,1,1,6,6,1,1,1,1
"360",16,16,16,16,16,16,16,16,16,16
"361",9,9,6,9,9,9,9,9,9,9
"362",17,17,17,17,17,17,17,17,17,17
"363",17,17,17,17,17,17,17,17,17,17
"364",14,14,14,14,14,14,14,14,6,14
"365",17,17,17,17,17,17,17,17,17,17
"366",2,2,4,2,4,4,5,6,2,6
"367",17,17,17,17,17,17,9,17,17,17
"368",9,9,6,9,9,9,9,9,9,9
"369",14,14,14,14,14,14,14,14,6,14
"370",15,15,15,15,15,15,15,15,15,15
"371",3,3,3,4,1,1,3,4,4,3
"372",9,9,6,9,9,9,9,9,9,9
"373",17,17,17,17,17,17,17,17,17,17
"374",17,17,17,17,17,17,17,17,17,17
"375",2,4,4,2,4,7,4,6,7,7
"376",15,15,15,15,15,15,15,15,15,15
"377",14,14,14,14,14,14,14,14,6,14
"378",10,10,9,10,10,10,2,10,14,10
"379",11,11,9,11,11,11,11,11,11,11
"380",12,12,12,12,12,12,12,12,12,12
"381",11,11,11,11,11,11,11,11,11,11
"382",14,14,14,14,14,14,14,14,6,14
"383",17,17,17,17,17,17,17,17,17,17
"384",2,2,2,2,4,4,5,6,2,6
"385",17,17,17,17,17,17,17,17,17,17
"386",17,17,17,17,17,17,17,17,17,17
"387",17,17,17,17,17,17,17,17,17,17
"388",6,5,14,14,14,14,6,14,6,2
"389",17,17,17,17,17,17,17,17,17,17
"390",11,11,9,11,11,11,11,11,11,11
"391",11,11,8,11,11,11,11,11,11,11
"392",17,17,17,17,17,17,17,17,17,17
"393",9,9,6,9,9,9,9,9,9,9
"394",6,5,6,5,2,9,6,2,5,2
"395",15,15,15,15,15,15,15,15,15,15
"396",17,17,17,17,17,17,17,17,17,17
"397",9,9,6,9,9,9,9,9,9,9
"398",13,13,13,13,13,13,13,13,13,13
"399",9,9,6,9,9,9,9,9,9,9
"400",9,9,6,9,9,9,2,9,14,9
"401",1,1,1,1,6,1,1,1,1,1
"402",10,10,10,10,10,10,10,10,10,10
"403",8,8,8,8,8,8,8,8,8,8
"404",8,8,8,8,8,8,8,8,8,8
"405",11,11,11,11,11,11,11,11,11,11
"406",11,11,11,11,11,11,11,11,11,11
"407",9,9,6,9,9,9,9,9,9,9
"408",2,2,4,2,4,4,5,6,2,6
"409",17,17,17,17,17,17,17,17,17,17
"410",17,17,17,17,17,17,17,17,17,17
"411",9,9,6,9,9,9,9,9,9,9
"412",9,9,6,9,9,9,9,9,9,9
"413",17,17,17,17,17,17,17,17,17,17
"414",10,10,10,10,10,10,10,10,10,10
"415",17,17,17,17,17,17,17,17,17,17
"416",9,9,6,9,9,9,9,9,9,9
"417",2,2,4,7,7,7,5,7,7,7
"418",1,1,1,1,6,6,1,1,1,1
"419",16,16,16,16,16,16,16,16,16,16
"420",2,4,4,2,4,4,4,6,2,6
"421",17,17,17,17,17,17,17,17,17,17
"422",1,1,1,1,6,6,1,1,1,1
"423",17,17,17,17,17,17,17,17,17,17
"424",11,11,11,11,11,11,11,11,11,11
"425",9,9,6,9,9,9,9,9,9,9
"426",1,1,1,1,6,6,1,1,1,1
"427",1,1,1,1,6,6,1,1,1,1
"428",16,16,16,16,16,16,16,16,16,16
"429",17,17,6,17,17,9,9,9,9,9
"430",9,9,6,9,9,9,9,9,9,9
"431",9,9,6,9,9,9,9,9,9,9
"432",14,14,14,14,14,14,14,14,6,14
"433",9,9,6,9,9,9,9,9,9,9
"434",17,17,17,17,17,17,17,17,6,17
"435",18,18,18,18,18,18,18,18,18,18
"436",7,7,7,7,7,7,7,7,7,7
"437",9,9,6,9,9,9,9,9,9,9
"438",1,1,1,1,6,6,1,1,1,1
"439",17,17,17,17,17,17,17,17,17,17
"440",8,8,8,8,8,8,8,8,8,8
"441",6,5,2,5,2,5,6,2,5,2
"442",14,14,14,14,14,14,2,14,14,14
"443",10,10,10,10,10,10,10,10,10,10
"444",10,15,10,15,15,10,2,15,14,10
"445",9,9,6,9,9,9,9,9,9,9
"446",9,9,6,9,9,9,9,9,9,9
"447",9,9,6,9,9,9,9,9,9,9
"448",9,9,6,9,9,9,9,9,9,9
"449",9,9,6,9,9,9,9,9,9,9
"450",8,8,8,8,8,8,8,8,8,8
"451",8,8,8,8,8,8,8,8,8,8
"452",10,10,10,10,10,10,10,10,10,10
"453",17,17,17,17,17,17,17,17,17,17
"454",9,9,6,9,9,9,9,9,9,9
"455",10,10,10,10,10,10,10,10,10,10
"456",11,11,11,11,11,11,11,11,11,11
"457",10,10,10,10,10,10,10,10,10,10
"458",10,10,10,10,10,10,10,10,10,10
"459",1,1,1,1,6,6,1,1,1,1
"460",14,14,14,14,14,14,14,14,6,14
"461",12,12,12,12,12,12,12,12,12,12
"462",16,16,11,16,16,16,16,16,16,16
"463",17,17,17,17,17,17,17,17,17,17
"464",15,15,15,15,15,15,15,15,6,15
"465",12,12,12,12,12,12,12,12,12,12
"466",10,10,10,10,10,10,10,10,10,10
"467",15,15,15,15,15,15,15,15,15,15
"468",17,17,17,17,17,17,2,17,14,17
"469",17,17,17,17,17,17,2,17,14,17
"470",9,9,6,9,9,9,9,9,9,9
"471",10,10,10,10,10,10,10,10,10,10
"472",12,12,12,12,12,12,12,12,12,12
"473",17,17,17,17,17,17,17,17,17,17
"474",18,18,18,18,18,18,18,18,18,18
"475",11,11,9,11,11,11,11,11,11,11
"476",11,11,11,11,11,11,11,11,11,11
"477",11,11,11,11,11,11,11,11,11,11
"478",10,10,10,10,10,10,10,10,10,10
"479",11,11,9,11,11,11,11,11,11,11
"480",12,12,12,12,12,12,12,12,12,12
"481",7,4,4,7,4,7,4,7,7,7
"482",17,17,17,17,17,17,17,17,17,17
"483",15,15,15,15,15,15,2,15,15,15
"484",11,11,9,11,11,11,11,11,11,11
"485",2,2,2,2,4,4,5,6,2,6
"486",12,12,12,12,12,12,12,12,12,12
"487",16,16,11,16,16,16,16,16,16,16
"488",7,7,7,7,7,7,7,7,7,7
"489",8,8,8,8,8,8,8,8,8,8
"490",12,12,12,12,12,12,12,12,12,12
"491",16,16,16,16,16,16,16,16,16,16
"492",9,9,6,9,9,9,9,9,9,9
"493",17,17,9,17,17,17,2,17,14,17
"494",10,10,10,10,10,10,10,10,10,10
"495",1,1,1,1,6,6,1,1,1,1
"496",17,17,17,17,17,17,2,17,14,17
"497",11,11,9,11,11,11,11,11,11,11
"498",17,17,17,17,17,17,17,17,17,17
"499",7,7,7,7,7,7,7,7,7,7
"500",5,6,5,6,5,5,6,5,5,5
"501",1,1,1,1,6,6,1,1,1,1
"502",10,10,10,10,10,10,10,10,10,10
"503",2,2,2,2,4,4,5,6,2,6
"504",5,6,5,6,5,5,18,5,18,5
"505",5,6,5,6,5,5,18,5,18,5
"506",5,6,5,6,5,5,15,5,15,5
"507",9,9,6,9,9,9,10,9,10,9
"508",11,11,9,11,11,11,11,11,11,11
"509",15,15,15,15,15,15,15,15,15,15
"510",20,20,20,20,20,20,20,20,20,20
"511",14,14,14,14,14,14,14,14,6,14
"512",10,10,10,10,10,10,10,10,10,10
"513",6,5,12,5,2,12,6,2,12,2
"514",9,9,6,9,9,9,9,9,9,9
"515",20,20,20,20,20,20,20,20,20,20
"516",16,16,16,16,16,16,16,16,16,16
"517",7,7,7,7,7,7,7,7,7,7
"518",1,1,1,1,6,6,1,1,1,1
"519",10,10,10,10,10,10,10,10,10,10
"520",5,6,5,6,5,5,15,5,15,5
"521",15,15,15,15,15,15,15,15,15,15
"522",11,11,11,11,11,11,11,11,11,11
"523",14,14,14,14,14,14,2,14,14,14
"524",8,8,8,8,8,8,8,8,8,8
"525",12,12,16,12,12,12,12,12,16,12
"526",9,9,6,9,9,9,9,9,9,9
"527",10,10,10,10,10,10,9,10,9,10
"528",9,9,6,9,9,9,9,9,9,9
"529",16,16,16,16,16,16,16,16,16,16
"530",10,10,10,10,10,10,10,10,10,10
"531",10,10,9,10,10,10,10,10,10,10
"532",16,16,16,16,16,16,16,16,16,16
"533",9,9,6,9,9,9,9,9,9,9
"534",17,17,17,17,17,17,17,17,17,17
"535",10,10,10,10,10,10,10,10,10,10
"536",9,9,6,9,9,9,9,9,9,9
"537",9,9,6,9,9,9,9,9,9,9
"538",11,11,11,11,11,11,11,11,11,11
"539",8,8,8,8,8,8,8,8,8,8
"540",20,20,20,20,20,20,20,20,20,20
"541",18,18,18,18,18,18,18,18,18,18
"542",16,16,11,16,16,16,16,16,16,16
"543",8,8,8,8,8,8,8,8,8,8
"544",1,1,1,1,6,6,1,1,1,1
"545",6,5,7,5,2,2,6,2,5,2
"546",1,1,1,1,6,6,1,1,1,1
"547",6,2,2,5,2,4,5,2,5,2
"548",10,10,10,10,10,10,2,10,10,10
"549",10,10,10,10,10,10,10,10,10,10
"550",12,12,12,12,12,12,12,12,12,12
"551",5,6,5,6,5,5,10,5,15,5
"552",11,11,9,11,11,11,11,11,11,11
"553",11,11,9,11,11,11,11,11,11,11
"554",1,1,1,1,6,6,1,1,1,1
"555",9,9,6,9,9,9,9,9,9,9
"556",8,8,8,8,8,8,8,8,8,8
"557",1,1,1,1,6,6,1,1,1,1
"558",8,8,8,8,8,8,8,8,8,8
"559",17,17,17,17,17,17,17,17,6,17
"560",19,19,19,19,19,19,19,19,19,19
"561",11,11,9,11,11,11,11,11,11,11
"562",10,10,10,10,10,10,10,10,10,10
"563",10,10,10,10,10,10,10,10,10,10
"564",18,18,18,18,18,18,18,18,18,18
"565",2,2,2,2,4,4,5,6,2,6
"566",9,9,6,9,9,9,9,9,9,9
"567",16,16,16,16,16,16,16,16,16,16
"568",9,9,6,9,9,9,9,9,9,9
"569",2,2,2,5,2,4,5,2,2,2
"570",10,10,10,10,10,10,10,10,10,10
"571",6,5,6,5,2,9,6,2,9,2
"572",2,4,4,9,4,9,4,6,2,9
"573",17,17,17,17,17,17,17,17,17,17
"574",17,17,17,17,17,17,17,17,17,17
"575",16,16,16,16,16,16,16,16,16,16
"576",18,18,18,18,18,18,18,18,18,18
"577",10,10,10,10,10,10,10,10,10,10
"578",10,10,10,10,10,10,10,10,10,10
"579",2,2,2,2,4,4,5,6,2,6
"580",5,6,5,6,5,5,18,5,18,5
"581",6,5,2,5,2,5,6,2,5,2
"582",2,2,4,2,4,2,5,6,2,6
"583",10,10,10,10,10,10,10,10,10,10
"584",4,1,1,4,1,1,1,4,4,4
"585",17,17,17,17,17,17,17,17,17,17
"586",10,10,10,10,10,10,10,10,10,10
"587",6,5,2,5,2,2,6,2,5,2
"588",9,9,6,9,9,9,9,9,9,9
"589",1,1,1,1,6,6,1,1,1,1
"590",1,1,1,1,6,6,1,1,1,1
"591",14,14,14,14,14,14,2,14,14,14
"592",17,17,17,17,17,17,17,17,17,17
"593",16,16,16,16,16,16,16,16,16,16
"594",2,2,4,2,4,2,5,6,2,6
"595",12,12,12,12,12,12,12,12,12,12
"596",6,5,2,5,2,2,6,2,5,2
"597",14,14,14,14,14,14,14,14,6,14
"598",5,6,5,6,5,5,18,5,18,18
"599",1,1,1,1,6,6,1,1,1,1
"600",8,8,8,8,8,8,8,8,8,8
