"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"226",5,5,5,5,5,5,5,5,5,5
"227",17,17,17,17,17,17,17,17,17,17
"228",16,16,16,16,4,3,3,3,7,16
"229",7,7,7,7,7,7,7,7,1,7
"230",16,16,16,16,4,3,3,3,7,16
"231",15,15,15,15,15,15,15,15,15,15
"232",10,10,10,10,10,10,10,10,10,10
"233",5,5,5,5,5,5,5,5,5,5
"234",15,15,15,15,15,15,15,15,15,15
"235",17,17,17,17,17,17,17,17,17,17
"236",15,15,15,15,15,16,15,15,15,15
"237",15,15,15,15,15,15,15,15,15,15
"238",17,17,17,17,17,17,17,17,17,17
"239",15,15,15,15,15,15,15,15,15,15
"240",13,13,13,13,13,13,13,13,13,13
"241",17,17,17,17,17,17,17,17,17,17
"242",4,4,4,4,1,4,4,4,4,4
"243",17,17,17,17,17,17,17,17,17,17
"244",17,17,17,17,17,17,17,17,17,17
"245",13,13,13,13,13,13,13,13,13,13
"246",17,17,17,17,4,3,17,17,17,17
"247",17,17,17,17,17,12,17,17,17,17
"248",17,17,17,17,17,17,17,17,17,17
"249",18,12,18,18,2,12,12,12,18,12
"250",13,13,13,3,3,1,13,13,3,13
"251",17,18,12,3,3,1,18,18,3,18
"252",7,7,7,7,7,7,7,7,1,7
"253",15,15,15,15,15,15,15,15,15,15
"254",8,8,8,8,8,8,8,8,8,8
"255",15,15,15,15,15,15,15,15,15,15
"256",2,2,2,2,2,2,2,2,2,2
"257",15,15,15,15,15,15,15,15,15,15
"258",3,16,16,16,16,16,16,16,16,16
"259",7,7,7,7,7,7,7,7,1,7
"260",18,12,18,12,18,12,12,12,12,12
"261",11,11,11,11,11,11,11,11,11,11
"262",15,15,15,15,15,15,15,15,15,15
"263",7,7,7,7,7,7,7,7,1,7
"264",8,8,8,8,8,8,8,8,8,8
"265",7,7,7,7,7,7,7,7,1,7
"266",15,15,15,15,15,15,15,15,15,15
"267",10,17,10,17,17,17,10,17,17,10
"268",10,1,3,10,16,16,16,16,16,10
"269",2,2,2,2,2,2,2,2,2,2
"270",10,10,10,10,10,10,10,10,10,10
"271",2,2,2,2,2,2,2,2,2,2
"272",3,1,3,16,16,16,16,16,16,16
"273",16,1,3,17,4,3,16,3,16,17
"274",17,18,10,3,3,1,10,10,3,18
"275",8,8,8,3,3,1,8,8,3,18
"276",17,17,17,17,17,17,17,17,17,17
"277",3,18,3,3,3,1,16,16,3,18
"278",17,17,17,17,17,17,17,17,17,17
"279",3,1,3,16,16,16,16,16,16,16
"280",17,17,17,17,17,17,17,17,17,17
"281",13,13,13,13,13,13,13,13,13,13
"282",8,8,8,8,8,8,8,8,8,8
"283",14,18,12,3,3,1,18,18,3,18
"284",17,17,17,17,4,3,17,3,17,17
"285",2,2,2,2,2,2,2,2,2,2
"286",3,1,3,16,16,16,16,16,16,16
"287",10,10,10,10,10,10,10,10,10,10
"288",7,18,12,3,3,1,18,18,3,18
"289",16,16,16,2,4,3,3,3,7,2
"290",17,17,17,17,17,17,17,17,17,17
"291",13,13,13,13,13,13,13,13,13,13
"292",15,18,15,3,3,1,15,18,3,18
"293",16,16,16,16,4,3,3,3,7,16
"294",13,18,12,3,3,1,18,18,3,18
"295",2,2,2,2,2,2,2,2,2,2
"296",2,2,2,2,2,2,2,2,2,2
"297",5,5,5,5,5,5,5,5,5,5
"298",10,18,10,3,3,1,18,18,3,18
"299",16,16,16,16,4,3,3,3,7,16
"300",17,18,12,3,3,1,18,18,3,18
"301",13,13,13,13,13,13,13,13,13,13
"302",17,17,17,17,17,17,17,17,17,17
"303",1,10,1,1,10,10,1,1,10,1
"304",16,16,16,16,4,3,3,3,7,16
"305",5,5,5,5,5,5,5,5,5,5
"306",3,1,3,16,16,16,16,16,16,16
"307",16,16,16,16,4,3,3,3,7,16
"308",15,15,15,15,15,15,15,15,15,15
"309",17,17,17,17,17,17,17,17,17,17
"310",17,17,17,17,17,17,17,17,17,17
"311",15,18,12,3,3,1,18,18,3,18
"312",7,7,7,7,7,7,7,7,1,7
"313",17,17,17,17,17,17,17,17,17,17
"314",15,15,15,15,15,15,15,15,15,15
"315",2,2,2,2,2,2,2,2,2,2
"316",15,15,15,15,15,15,15,15,15,15
"317",15,18,12,3,3,1,18,18,3,18
"318",13,13,13,13,13,13,13,13,13,13
"319",17,17,17,17,17,17,17,17,17,17
"320",9,9,9,9,9,9,9,9,9,9
"321",16,16,16,17,4,3,3,3,7,17
"322",2,2,2,2,2,2,2,2,2,2
"323",15,15,15,15,15,15,15,15,15,15
"324",15,18,12,3,3,1,18,18,3,18
"325",13,13,13,13,13,13,13,13,13,13
"326",15,15,15,15,15,15,15,15,15,15
"327",13,13,13,13,13,13,13,13,13,13
"328",3,18,3,3,3,1,18,18,3,18
"329",10,18,10,3,3,1,18,18,3,18
"330",2,2,2,2,2,2,2,2,2,2
"331",15,15,15,15,15,15,15,15,15,15
"332",15,17,17,15,17,17,17,17,17,15
"333",16,16,16,16,4,3,3,3,7,16
"334",2,2,2,2,2,2,2,2,2,2
"335",8,8,8,8,8,8,8,8,8,8
"336",13,13,13,13,13,13,13,13,13,13
"337",9,9,9,9,9,9,9,9,9,9
"338",7,7,7,7,7,7,7,7,1,7
"339",5,5,5,5,5,5,5,5,5,5
"340",3,1,3,16,16,16,16,16,16,16
"341",17,17,17,17,17,17,17,17,17,17
"342",13,13,13,13,13,13,13,13,13,13
"343",17,17,17,17,17,17,17,17,17,17
"344",3,18,12,3,3,1,18,18,3,18
"345",15,15,15,15,15,15,15,15,15,15
"346",7,7,7,7,7,7,7,7,1,7
"347",2,2,2,2,2,2,2,2,2,2
"348",13,13,13,13,13,13,13,13,13,13
"349",4,18,12,3,3,1,18,18,3,18
"350",9,9,9,9,9,9,9,9,9,9
"351",17,17,17,17,17,17,17,17,17,17
"352",18,12,18,2,2,2,2,12,2,2
"353",3,1,3,16,16,16,16,16,16,16
"354",18,18,12,3,3,1,18,18,3,18
"355",17,17,17,17,17,17,17,17,17,17
"356",2,2,2,2,2,2,2,2,2,2
"357",13,13,13,13,13,13,13,13,13,13
"358",3,1,3,16,16,16,16,16,16,16
"359",15,15,15,15,15,15,15,15,15,15
"360",7,7,7,7,7,7,7,7,1,7
"361",13,13,13,13,13,13,13,13,13,13
"362",3,1,3,16,16,16,16,16,16,16
"363",3,1,3,16,16,16,16,16,16,16
"364",3,1,3,2,2,16,16,16,2,2
"365",10,10,10,10,10,10,10,10,10,10
"366",10,10,10,10,10,10,10,10,10,10
"367",3,1,3,16,16,16,16,16,16,16
"368",3,1,3,16,16,16,16,16,16,16
"369",9,9,9,9,9,9,9,9,9,9
"370",16,16,16,16,4,3,3,3,7,16
"371",18,12,18,18,12,18,12,12,18,12
"372",14,14,14,14,14,14,14,14,14,14
"373",9,9,9,9,9,9,9,9,9,9
"374",7,7,7,7,7,7,7,7,1,7
"375",15,15,15,15,15,15,15,15,15,15
"376",8,8,8,8,8,8,8,8,8,8
"377",14,14,14,14,14,14,14,14,14,14
"378",17,17,17,12,17,17,17,17,12,12
"379",15,15,15,15,15,15,15,15,15,15
"380",16,16,16,16,4,3,3,3,7,16
"381",2,2,2,2,2,2,2,2,2,2
"382",15,15,15,15,15,15,15,15,15,15
"383",15,15,15,15,15,15,15,15,15,15
"384",8,8,8,8,8,8,8,8,8,8
"385",10,10,10,10,10,10,10,10,10,10
"386",9,9,9,9,9,9,9,9,9,9
"387",14,14,14,14,14,14,14,14,14,14
"388",15,18,15,3,3,1,15,15,3,18
"389",16,16,16,16,4,3,3,3,7,16
"390",2,2,2,2,2,2,2,2,2,2
"391",3,1,3,16,16,16,16,16,16,16
"392",3,1,3,16,16,16,16,16,16,16
"393",16,16,16,16,16,3,3,3,16,16
"394",8,8,8,8,8,8,8,8,8,8
"395",3,1,3,16,16,16,16,16,16,16
"396",10,10,10,10,10,10,10,10,10,10
"397",17,17,17,17,17,17,17,17,17,17
"398",13,18,12,3,3,1,18,18,3,18
"399",3,1,3,2,16,16,16,16,16,2
"400",17,17,17,17,17,17,17,17,17,17
"401",2,2,2,2,2,2,2,2,2,2
"402",1,4,1,1,1,4,1,1,4,1
"403",3,1,3,16,16,16,16,16,16,16
"404",1,18,12,3,3,1,18,18,3,18
"405",3,10,10,10,10,10,10,10,10,10
"406",3,1,3,16,16,16,16,16,16,16
"407",3,1,3,16,16,16,16,16,16,16
"408",17,17,17,17,17,17,17,17,17,17
"409",17,18,12,3,3,1,18,18,3,18
"410",10,10,10,10,10,10,10,10,10,10
"411",7,7,7,7,7,7,7,7,1,7
"412",2,2,2,2,2,2,2,2,2,2
"413",15,15,15,15,15,15,15,15,15,15
"414",2,2,2,2,2,2,2,2,2,2
"415",15,15,15,15,15,15,15,15,15,15
"416",8,8,8,8,8,8,8,8,8,8
"417",15,15,15,15,15,15,15,15,15,15
"418",3,18,12,3,3,1,18,18,3,18
"419",16,17,17,17,17,17,17,17,17,17
"420",8,8,8,8,8,8,8,8,8,8
"421",13,13,13,13,13,13,13,13,13,13
"422",16,16,16,16,4,3,3,3,7,16
"423",2,2,2,2,2,2,2,2,2,2
"424",15,15,15,15,15,15,15,15,15,15
"425",15,15,15,15,15,15,15,15,15,15
"426",2,2,2,2,2,2,2,2,2,2
"427",15,15,15,15,15,15,15,15,15,15
"428",2,2,2,2,2,2,2,2,2,2
"429",15,18,12,3,3,1,18,18,3,18
"430",15,15,15,15,15,15,15,15,15,15
"431",9,9,9,9,9,9,9,9,9,9
"432",2,2,2,2,2,2,2,2,2,2
"433",18,2,2,2,2,2,2,2,2,12
"434",13,13,13,13,13,13,13,13,13,13
"435",15,15,15,15,15,15,15,15,15,15
"436",16,16,16,16,4,3,3,3,7,16
"437",18,12,18,18,12,12,12,12,18,12
"438",13,13,13,13,13,13,13,13,13,13
"439",1,15,1,15,17,17,15,17,15,15
"440",3,1,3,16,16,16,16,16,16,16
"441",12,2,2,2,2,2,2,2,2,2
"442",15,15,15,15,15,15,15,15,15,15
"443",2,2,2,12,2,12,2,2,12,12
"444",9,9,9,9,9,9,9,9,9,9
"445",18,12,18,12,18,12,12,12,12,12
"446",15,15,15,15,15,15,15,15,15,15
"447",3,1,3,16,16,16,16,16,16,16
"448",15,15,15,15,15,15,15,15,15,15
"449",18,12,18,12,18,12,12,12,12,12
"450",16,16,16,15,4,3,3,3,15,15
"451",15,15,15,15,15,15,15,15,15,15
"452",13,13,13,13,13,13,13,13,13,13
"453",15,15,15,15,15,15,15,15,15,15
"454",8,8,8,8,8,8,8,8,8,8
"455",3,1,3,16,16,16,16,16,16,15
"456",18,18,12,3,3,1,18,18,3,18
"457",8,8,8,8,8,8,8,8,8,8
"458",16,16,16,3,3,1,3,3,3,18
"459",17,18,12,3,3,1,18,18,3,18
"460",3,1,3,16,16,16,16,16,16,16
"461",13,13,13,13,13,13,13,13,13,13
"462",8,8,8,8,8,8,8,8,8,8
"463",16,16,16,16,4,16,16,3,16,16
"464",15,15,15,15,15,15,15,15,15,15
"465",3,1,3,16,16,16,16,16,16,16
"466",3,1,3,16,16,16,16,16,16,16
"467",9,9,9,9,9,9,9,9,9,9
"468",3,1,3,16,16,16,16,16,16,16
"469",8,8,8,8,8,8,8,8,8,8
"470",13,13,13,13,13,13,13,13,13,13
"471",6,6,6,6,6,6,6,6,6,6
"472",3,16,3,16,16,16,16,16,16,16
"473",13,13,13,13,13,13,13,13,13,13
"474",15,15,15,15,15,15,15,15,15,15
"475",15,15,15,15,15,15,15,15,15,15
"476",13,13,13,13,13,13,13,13,13,13
"477",1,4,1,1,1,8,1,1,8,1
"478",5,5,5,5,5,5,5,5,5,5
"479",15,15,15,15,15,15,15,15,15,15
"480",8,8,8,8,8,8,8,8,8,8
"481",18,12,18,18,12,12,12,12,18,12
"482",4,4,4,4,16,16,4,4,4,4
"483",13,13,13,13,13,13,13,13,13,13
"484",15,15,15,15,15,15,15,15,15,15
"485",8,13,8,13,13,13,13,13,13,13
"486",2,2,2,2,2,2,2,2,2,2
"487",15,15,15,15,15,15,15,15,15,15
"488",10,18,12,3,3,1,18,18,3,18
"489",8,8,8,8,8,8,8,8,8,8
"490",15,15,15,15,15,15,15,15,15,15
"491",9,9,9,9,9,9,9,9,9,9
"492",14,14,14,14,14,14,14,14,14,14
"493",1,4,1,1,1,4,1,1,4,1
"494",15,15,15,15,15,15,15,15,15,15
"495",15,15,15,15,15,15,15,15,15,15
"496",3,1,3,16,16,16,16,16,16,16
"497",14,14,14,14,14,14,14,14,14,14
"498",16,18,12,3,3,1,18,18,3,18
"499",3,1,3,16,16,16,16,16,16,16
"500",16,16,16,16,4,3,3,3,7,16
"501",8,8,8,8,8,8,8,8,8,8
"502",15,15,15,15,15,15,15,15,15,15
"503",12,12,18,12,18,18,12,12,12,12
"504",2,2,2,2,2,2,2,2,7,2
"505",8,8,8,8,8,8,8,8,8,8
"506",12,14,14,18,12,18,14,14,18,3
"507",8,8,8,8,8,8,8,8,8,8
"508",18,12,18,18,18,12,12,12,18,12
"509",8,8,8,8,8,8,8,8,8,8
"510",16,16,16,16,4,3,3,3,7,16
"511",10,10,10,10,10,10,10,10,10,10
"512",15,15,15,15,15,15,15,15,15,15
"513",1,4,1,1,1,4,1,1,4,1
"514",9,9,9,9,9,9,9,9,9,9
"515",13,13,13,13,13,13,13,13,13,13
"516",11,11,11,11,11,11,11,11,11,11
"517",2,2,2,2,2,2,2,2,2,2
"518",16,16,16,16,4,3,3,3,16,16
"519",3,1,3,16,16,16,16,16,16,16
"520",10,10,10,10,10,10,10,10,10,10
"521",11,11,11,11,11,11,11,11,11,11
"522",3,1,3,16,16,16,16,16,16,16
"523",17,2,2,17,17,2,2,17,2,17
"524",2,2,2,2,2,2,2,2,2,2
"525",2,2,2,11,11,11,2,2,2,2
"526",8,8,8,8,8,8,8,8,8,8
"527",10,10,10,10,10,10,10,10,10,10
"528",3,1,3,16,16,16,16,16,16,16
"529",2,2,2,2,2,2,2,2,2,2
"530",10,10,10,10,10,10,10,10,10,10
"531",19,19,19,19,19,19,19,19,19,3
"532",11,11,11,11,11,11,11,11,11,11
"533",3,16,3,16,16,16,16,16,16,16
"534",3,15,15,16,16,16,16,15,16,16
"535",3,16,16,16,16,16,16,16,16,16
"536",5,5,5,5,5,5,5,5,5,5
"537",8,8,8,8,8,8,8,8,8,8
"538",15,15,15,15,15,15,15,15,15,15
"539",18,18,12,3,3,1,18,18,3,18
"540",15,1,15,15,16,16,16,16,16,15
"541",5,5,5,5,5,5,5,5,5,5
"542",8,8,8,8,8,8,8,8,8,8
"543",3,1,16,16,16,16,16,16,16,16
"544",16,16,16,10,4,3,3,3,7,10
"545",18,12,18,18,12,12,12,12,18,12
"546",15,15,15,15,15,15,15,15,15,15
"547",18,12,18,18,12,12,12,12,18,12
"548",12,12,18,12,18,18,12,12,12,12
"549",8,8,8,8,8,8,8,8,8,8
"550",8,8,8,8,8,8,8,8,8,8
"551",9,9,9,9,9,9,9,9,9,9
"552",4,4,4,4,1,4,4,4,4,4
"553",4,4,4,4,1,4,4,4,4,4
"554",1,4,1,1,1,4,1,1,4,1
"555",8,8,8,8,8,8,8,8,8,8
"556",5,5,5,5,5,5,5,5,5,5
"557",18,12,18,12,18,12,12,12,12,12
"558",16,16,16,7,4,3,3,3,7,7
"559",3,1,7,7,16,16,16,16,16,7
"560",1,4,1,1,1,4,1,1,4,1
"561",7,7,7,7,7,7,7,7,1,7
"562",5,5,5,5,5,5,5,5,5,5
"563",8,8,8,8,8,8,8,8,8,8
"564",3,1,3,16,16,16,16,16,16,16
"565",17,17,17,17,17,17,17,17,17,17
"566",8,8,8,8,8,8,8,8,8,8
"567",2,2,2,2,2,3,2,2,2,2
"568",8,8,8,8,8,8,8,8,8,8
"569",5,5,5,9,5,5,5,5,5,9
"570",8,15,8,8,8,8,15,8,8,8
"571",7,7,7,7,7,7,7,7,1,7
"572",18,12,18,18,12,12,12,12,18,12
"573",18,12,18,18,18,12,12,12,12,12
"574",15,15,15,15,15,15,15,15,15,15
"575",8,8,8,8,8,8,8,8,8,8
"576",3,16,16,16,16,3,3,3,16,16
"577",8,8,8,8,8,8,8,8,8,8
"578",17,17,17,17,17,17,17,17,17,17
"579",17,16,16,17,4,3,3,3,7,17
"580",1,4,1,1,1,4,1,1,4,1
"581",3,1,3,16,16,16,16,16,16,16
"582",3,1,3,16,16,16,16,16,16,16
"583",3,1,3,16,16,16,16,16,16,16
"584",8,8,8,8,8,8,8,8,8,8
"585",13,13,13,13,13,13,13,13,13,13
"586",4,4,4,4,1,4,4,4,4,4
"587",16,16,16,17,4,3,3,3,7,17
"588",16,16,16,16,4,16,3,3,16,16
"589",15,15,15,15,15,15,15,15,15,15
"590",16,16,16,16,4,3,3,3,7,16
"591",8,8,8,8,8,8,8,8,8,8
"592",9,9,9,9,9,9,9,9,9,9
"593",17,17,17,12,17,17,17,17,17,17
"594",8,8,8,8,8,8,8,8,8,8
"595",3,1,3,16,16,16,16,16,16,16
"596",8,8,8,8,8,8,8,8,8,8
"597",8,8,8,8,8,8,8,8,8,8
"598",19,19,19,19,19,19,19,19,19,19
"599",8,8,8,8,8,8,8,8,8,8
"600",16,17,16,4,4,3,4,3,11,17
